,placeCodeParent,placeCode,name
1389,ZM3011,ZM030404925,Lukusuzi
1390,ZM3002,ZM030405013,Msuzi
1391,ZM3011,ZM030405009,Vuli
1392,ZM7001,ZM080110308,Sanjongo
1393,ZM7008,ZM080610901,Chana-Chamuhinga
1394,ZM3008,ZM030705305,Kaumbwe
1395,ZM3008,ZM030705516,Chilimanyama
1396,ZM3012,ZM030304720,Nchingilizya
1397,ZM3012,ZM030705304,Matambazi
1398,ZM7005,ZM080610802,Kawiku
1399,ZM7011,ZM080711101,Musaka
1400,ZM3007,ZM030605203,Vizimumba
1401,ZM3004,ZM030304507,Dole
1402,ZM3011,ZM030404924,Lumimba
1403,ZM3002,ZM030405016,Chimaliro
1404,ZM3005,ZM030404803,Susa
1405,ZM7001,ZM080110307,Chavuma Central
1406,ZM7008,ZM080610902,Jimbe
1407,ZM3008,ZM030705417,Singozi
1408,ZM3008,ZM030705510,Ongolwe
1409,ZM3012,ZM030304726,Mngomba
1410,ZM7010,ZM080310409,Chongo
1411,ZM3004,ZM030304501,Kafumbwe
1412,ZM3004,ZM030304614,Vulamkoko
1413,ZM3011,ZM030404922,Kamimba
1414,ZM3005,ZM030404810,Chaboli
1415,ZM7001,ZM080110313,Nguvu
1416,ZM3013,ZM030103822,Zozwe
1417,ZM7008,ZM080610903,Nyakaseya
1418,ZM3008,ZM030705421,Ukwimi
1419,ZM3008,ZM030705512,Mbala
1420,ZM3012,ZM030304722,Chiwuyu
1421,ZM7010,ZM080310402,Lunsona
1422,ZM3004,ZM030304502,Kazala
1423,ZM3004,ZM030304611,Mphangwe
1424,ZM3002,ZM030405012,Ndonda
1425,ZM3005,ZM030404806,Kapilinsanga
1426,ZM7001,ZM080110302,Sewe
1427,ZM7008,ZM080610906,Mukangala
1428,ZM3008,ZM030705422,Chisangu
1429,ZM3008,ZM030705511,Kovyane
1430,ZM3008,ZM030605204,Ngozi
1431,ZM3012,ZM030705303,Mwangila
1432,ZM7010,ZM080310405,Manyinga
1433,ZM3004,ZM030304508,Chimwa
1434,ZM3011,ZM030404926,Diwa
1435,ZM3002,ZM030405018,Lunevwa
1436,ZM3005,ZM030404801,Manda Hill
1437,ZM7001,ZM080110304,Chiyeke
1438,ZM3013,ZM030103818,Vubwi
1439,ZM3008,ZM030705419,Mawanda
1440,ZM3012,ZM030304721,Luandazi
1441,ZM3012,ZM030705301,Kapoche
1442,ZM7010,ZM080310408,Kaula
1443,ZM3005,ZM030404807,Nkhanga
1444,ZM7001,ZM080110311,Kambuya Mukelangombe
1445,ZM3013,ZM030103821,Mlawe
1446,ZM3008,ZM030705308,Manyane
1447,ZM3008,ZM030705307,Manjazi
1448,ZM3007,ZM030605209,Chiweza
1449,ZM3008,ZM030304728,Chitawe
1450,ZM7010,ZM080310404,Chiteve
1451,ZM7001,ZM080110301,Chambi/Mandalo
1452,ZM3013,ZM030103820,Chimphanje
1453,ZM7008,ZM080610905,Mwininyilamba
1454,ZM3008,ZM030705306,Lusinde
1455,ZM3008,ZM030705414,Nyakawise
1456,ZM3012,ZM030304723,Sinda
1457,ZM7010,ZM080310401,Dihamba
1458,ZM3013,ZM030103819,Chisiya
1459,ZM7008,ZM080610904,Ikelengi
1460,ZM3008,ZM030705513,Simbo
1461,ZM3012,ZM030304719,Kamwaza
1462,ZM3012,ZM030705302,Chingombe
1463,ZM7010,ZM080310406,Loloma
1464,ZM2006,ZM020603016,Mushingashi
1465,ZM2006,ZM020603011,Mukumbo
1466,ZM2009,ZM020301804,Lukoshi
1467,ZM2004,ZM020301818,Dongwe
1468,ZM2004,ZM020301814,Chibuluma
1469,ZM2004,ZM020402111,Riverside
1470,ZM6001,ZM070108205,Ndela
1471,ZM6001,ZM070108202,Chifwenge
1472,ZM6001,ZM070108204,Chisupa
1473,ZM6004,ZM070208918,Mowa
1474,ZM7007,ZM080811411,Mapachi Chinyingi
1475,ZM7005,ZM080610801,Kanongesha
1476,ZM7005,ZM080610810,Sailunga
1477,ZM3007,ZM030605201,Chinsimbwe
1478,ZM3004,ZM030304617,Mkaika
1479,ZM3004,ZM030304505,Chindwale
1480,ZM3011,ZM030404921,Wachitangati
1481,ZM3005,ZM030404802,Magodi
1482,ZM7001,ZM080110310,Lukolwe/Musumba
