,adminLevel,placeCode,name,placeCodeParent,geom,geometry,properties
252,3,ET050302,Degehabur,ET0503,"{'type': 'MultiPolygon', 'coordinates': [[[[43.8596429670001, 8.12267547900007], [43.838072728, 8.25464713600007], [43.7616658530001, 8.32093787800005], [43.7194346310001, 8.39406763800002], [43.6786742730001, 8.40888958600004], [43.6342084280001, 8.40888958600004], [43.6249447110001, 8.45150268700007], [43.6008590440001, 8.47188286600004], [43.5934480700001, 8.53302340300007], [43.5656569170001, 8.57193101600006], [43.555362578, 8.62324285500006], [43.4658965530001, 8.60917499100003], [43.4947935800001, 8.52429109100007], [43.486227521, 8.45195547700007], [43.428168672, 8.33107885800007], [43.339652723, 8.15785409600005], [43.275009115, 8.11480612100007], [43.278222139, 8.10462817900003], [43.299263415, 7.86759762500003], [43.397197342, 7.85027220300003], [43.496658322, 7.81331605700006], [43.8574248200001, 7.81354127300006], [43.891674, 7.926507], [43.8596429670001, 8.12267547900007]], [[43.5400799440001, 8.16710960100005], [43.4676710150001, 8.17078946900006], [43.45857999, 8.19336358000004], [43.4712562890001, 8.26913311400006], [43.5198202620001, 8.28833625900006], [43.5595288530001, 8.29025098600005], [43.609938888, 8.27538155300005], [43.6464183140001, 8.24894858500005], [43.6548593480001, 8.20303823100005], [43.6325929240001, 8.18322412000003], [43.5400799440001, 8.16710960100005]]]]}","{'type': 'MultiPolygon', 'coordinates': [[[[43.8596429670001, 8.12267547900007], [43.838072728, 8.25464713600007], [43.7616658530001, 8.32093787800005], [43.7194346310001, 8.39406763800002], [43.6786742730001, 8.40888958600004], [43.6342084280001, 8.40888958600004], [43.6249447110001, 8.45150268700007], [43.6008590440001, 8.47188286600004], [43.5934480700001, 8.53302340300007], [43.5656569170001, 8.57193101600006], [43.555362578, 8.62324285500006], [43.4658965530001, 8.60917499100003], [43.4947935800001, 8.52429109100007], [43.486227521, 8.45195547700007], [43.428168672, 8.33107885800007], [43.339652723, 8.15785409600005], [43.275009115, 8.11480612100007], [43.278222139, 8.10462817900003], [43.299263415, 7.86759762500003], [43.397197342, 7.85027220300003], [43.496658322, 7.81331605700006], [43.8574248200001, 7.81354127300006], [43.891674, 7.926507], [43.8596429670001, 8.12267547900007]], [[43.5400799440001, 8.16710960100005], [43.4676710150001, 8.17078946900006], [43.45857999, 8.19336358000004], [43.4712562890001, 8.26913311400006], [43.5198202620001, 8.28833625900006], [43.5595288530001, 8.29025098600005], [43.609938888, 8.27538155300005], [43.6464183140001, 8.24894858500005], [43.6548593480001, 8.20303823100005], [43.6325929240001, 8.18322412000003], [43.5400799440001, 8.16710960100005]]]]}","{'placeCode': 'ET050302', 'placeCodeParent': 'ET0503', 'name': 'Degehabur', 'adminLevel': 3}"
253,3,ET050102,Dembel,ET0501,"{'type': 'MultiPolygon', 'coordinates': [[[[42.706989, 10.119554], [42.530193, 10.12947], [42.436817476, 10.1151700360001], [42.287083, 10.092239], [42.13444322, 9.85985681000005], [42.1236518810001, 9.79458901400005], [42.165312263, 9.75308858300002], [42.213350694, 9.78374166900005], [42.2509908490001, 9.78349154300003], [42.3397728080001, 9.71961762300003], [42.363219558, 9.71641995400006], [42.498958445, 9.72105447000007], [42.5680571450001, 9.73692815000004], [42.6474273440001, 9.77521203300006], [42.6941155920001, 9.76867554600005], [42.7270704060001, 9.72509259100002], [42.730028, 9.753115], [42.7837738910001, 9.77036396700004], [42.7921342290001, 9.80316344500005], [42.820250598, 9.83788468000006], [42.8800103090001, 9.87901798800004], [42.8846669110001, 9.90850979300006], [42.844201, 9.942541], [42.7853260910001, 9.97680660600003], [42.733327381, 10.0427751180001], [42.706989, 10.119554]]]]}","{'type': 'MultiPolygon', 'coordinates': [[[[42.706989, 10.119554], [42.530193, 10.12947], [42.436817476, 10.1151700360001], [42.287083, 10.092239], [42.13444322, 9.85985681000005], [42.1236518810001, 9.79458901400005], [42.165312263, 9.75308858300002], [42.213350694, 9.78374166900005], [42.2509908490001, 9.78349154300003], [42.3397728080001, 9.71961762300003], [42.363219558, 9.71641995400006], [42.498958445, 9.72105447000007], [42.5680571450001, 9.73692815000004], [42.6474273440001, 9.77521203300006], [42.6941155920001, 9.76867554600005], [42.7270704060001, 9.72509259100002], [42.730028, 9.753115], [42.7837738910001, 9.77036396700004], [42.7921342290001, 9.80316344500005], [42.820250598, 9.83788468000006], [42.8800103090001, 9.87901798800004], [42.8846669110001, 9.90850979300006], [42.844201, 9.942541], [42.7853260910001, 9.97680660600003], [42.733327381, 10.0427751180001], [42.706989, 10.119554]]]]}","{'placeCode': 'ET050102', 'placeCodeParent': 'ET0501', 'name': 'Dembel', 'adminLevel': 3}"
254,3,ET030209,Dera (AM),ET0302,"{'type': 'MultiPolygon', 'coordinates': [[[[37.8392206720001, 11.6836580130001], [37.758985443, 11.686311448], [37.7298939570001, 11.69901665], [37.7340577680001, 11.7283355160001], [37.6950020200001, 11.7894976010001], [37.6601774270001, 11.7945048450001], [37.6323866830001, 11.859098445], [37.599143876, 11.8790627430001], [37.521550232, 11.8787438360001], [37.4931681310001, 11.909790754], [37.5166809180001, 11.857386763], [37.511496004, 11.8371370150001], [37.4695122260001, 11.8239002180001], [37.4582743710001, 11.775655011], [37.4253434350001, 11.737680687], [37.440200938, 11.720001407], [37.496491662, 11.731901141], [37.503656677, 11.6982619340001], [37.541915062, 11.6426422930001], [37.5126490270001, 11.6186127290001], [37.519201245, 11.593331914], [37.5497896460001, 11.578559404], [37.5988600800001, 11.5137103450001], [37.617090546, 11.5278190220001], [37.6444938020001, 11.49121761], [37.630684531, 11.4648996660001], [37.654757886, 11.423688084], [37.68557579, 11.3687298890001], [37.725493128, 11.3174044100001], [37.772103724, 11.2824160810001], [37.786475158, 11.315567645], [37.7600735610001, 11.404586072], [37.795759565, 11.403881416], [37.8067381560001, 11.434273967], [37.8574524160001, 11.466071991], [37.882318592, 11.524536126], [37.9062627750001, 11.55559484], [37.9257494720001, 11.5816875460001], [37.853391835, 11.6293298480001], [37.825853049, 11.666718534], [37.8392206720001, 11.6836580130001]]]]}","{'type': 'MultiPolygon', 'coordinates': [[[[37.8392206720001, 11.6836580130001], [37.758985443, 11.686311448], [37.7298939570001, 11.69901665], [37.7340577680001, 11.7283355160001], [37.6950020200001, 11.7894976010001], [37.6601774270001, 11.7945048450001], [37.6323866830001, 11.859098445], [37.599143876, 11.8790627430001], [37.521550232, 11.8787438360001], [37.4931681310001, 11.909790754], [37.5166809180001, 11.857386763], [37.511496004, 11.8371370150001], [37.4695122260001, 11.8239002180001], [37.4582743710001, 11.775655011], [37.4253434350001, 11.737680687], [37.440200938, 11.720001407], [37.496491662, 11.731901141], [37.503656677, 11.6982619340001], [37.541915062, 11.6426422930001], [37.5126490270001, 11.6186127290001], [37.519201245, 11.593331914], [37.5497896460001, 11.578559404], [37.5988600800001, 11.5137103450001], [37.617090546, 11.5278190220001], [37.6444938020001, 11.49121761], [37.630684531, 11.4648996660001], [37.654757886, 11.423688084], [37.68557579, 11.3687298890001], [37.725493128, 11.3174044100001], [37.772103724, 11.2824160810001], [37.786475158, 11.315567645], [37.7600735610001, 11.404586072], [37.795759565, 11.403881416], [37.8067381560001, 11.434273967], [37.8574524160001, 11.466071991], [37.882318592, 11.524536126], [37.9062627750001, 11.55559484], [37.9257494720001, 11.5816875460001], [37.853391835, 11.6293298480001], [37.825853049, 11.666718534], [37.8392206720001, 11.6836580130001]]]]}","{'placeCode': 'ET030209', 'placeCodeParent': 'ET0302', 'name': 'Dera (AM)', 'adminLevel': 3}"
255,3,ET031005,Dewa Harewa,ET0310,"{'type': 'MultiPolygon', 'coordinates': [[[[40.1036133270001, 10.8759854100001], [39.964905888, 10.851913392], [39.94213118, 10.8375050390001], [39.9536013520001, 10.731583389], [39.9806652460001, 10.692536218], [39.988291082, 10.6507874430001], [40.021896246, 10.63101163], [40.119070428, 10.669582964], [40.1025458550001, 10.7396842150001], [40.1220313090001, 10.768172395], [40.16669539, 10.8050483280001], [40.1670075660001, 10.8479442880001], [40.1036133270001, 10.8759854100001]]]]}","{'type': 'MultiPolygon', 'coordinates': [[[[40.1036133270001, 10.8759854100001], [39.964905888, 10.851913392], [39.94213118, 10.8375050390001], [39.9536013520001, 10.731583389], [39.9806652460001, 10.692536218], [39.988291082, 10.6507874430001], [40.021896246, 10.63101163], [40.119070428, 10.669582964], [40.1025458550001, 10.7396842150001], [40.1220313090001, 10.768172395], [40.16669539, 10.8050483280001], [40.1670075660001, 10.8479442880001], [40.1036133270001, 10.8759854100001]]]]}","{'placeCode': 'ET031005', 'placeCodeParent': 'ET0310', 'name': 'Dewa Harewa', 'adminLevel': 3}"
256,3,ET071709,Disa,ET0717,"{'type': 'MultiPolygon', 'coordinates': [[[[37.2859062730001, 6.83104521100006], [37.241754273, 6.86850166700003], [37.247982619, 6.90254415300006], [37.1652169760001, 6.89302824000004], [37.1322221660001, 6.86647625700004], [37.1132816510001, 6.87473687500005], [37.091498685, 6.84370322000007], [37.059680783, 6.83429460000002], [37.0184519680001, 6.79752858000006], [36.9830076010001, 6.79259824700006], [36.9616537700001, 6.77184236500006], [36.9322944200001, 6.70388351500003], [36.9783637800001, 6.68900590800007], [36.9936419650001, 6.65152713300006], [36.9891136210001, 6.60002097400007], [37.009195236, 6.58976637300003], [37.064836762, 6.62624972000003], [37.1035165440001, 6.63357549300002], [37.1466120060001, 6.66971750400006], [37.194401891, 6.65401144800006], [37.234459853, 6.65276704700005], [37.2392685230001, 6.67400387000003], [37.2249054590001, 6.72124048400002], [37.2485830300001, 6.74155307800004], [37.2859062730001, 6.83104521100006]]]]}","{'type': 'MultiPolygon', 'coordinates': [[[[37.2859062730001, 6.83104521100006], [37.241754273, 6.86850166700003], [37.247982619, 6.90254415300006], [37.1652169760001, 6.89302824000004], [37.1322221660001, 6.86647625700004], [37.1132816510001, 6.87473687500005], [37.091498685, 6.84370322000007], [37.059680783, 6.83429460000002], [37.0184519680001, 6.79752858000006], [36.9830076010001, 6.79259824700006], [36.9616537700001, 6.77184236500006], [36.9322944200001, 6.70388351500003], [36.9783637800001, 6.68900590800007], [36.9936419650001, 6.65152713300006], [36.9891136210001, 6.60002097400007], [37.009195236, 6.58976637300003], [37.064836762, 6.62624972000003], [37.1035165440001, 6.63357549300002], [37.1466120060001, 6.66971750400006], [37.194401891, 6.65401144800006], [37.234459853, 6.65276704700005], [37.2392685230001, 6.67400387000003], [37.2249054590001, 6.72124048400002], [37.2485830300001, 6.74155307800004], [37.2859062730001, 6.83104521100006]]]]}","{'placeCode': 'ET071709', 'placeCodeParent': 'ET0717', 'name': 'Disa', 'adminLevel': 3}"
257,3,ET040324,Dorani,ET0403,"{'type': 'MultiPolygon', 'coordinates': [[[[35.9887711580001, 8.49134898700004], [35.9488762330001, 8.49175805500005], [35.9136363590001, 8.46137971900004], [35.8645815030001, 8.51122994400004], [35.841800118, 8.49865973600004], [35.80860683, 8.50418321200004], [35.7500166780001, 8.53322326500006], [35.699101614, 8.51294698200007], [35.6591581660001, 8.47626571300003], [35.6838502860001, 8.43978684800004], [35.68408191, 8.41126573800005], [35.755906386, 8.36514396400003], [35.7662631950001, 8.38045602400007], [35.8416794780001, 8.38870185300004], [35.9075208260001, 8.40550431200006], [35.9854471570001, 8.41012693300007], [36.0006642870001, 8.40284596600003], [36.0050753720001, 8.42674415500005], [35.9887711580001, 8.49134898700004]]]]}","{'type': 'MultiPolygon', 'coordinates': [[[[35.9887711580001, 8.49134898700004], [35.9488762330001, 8.49175805500005], [35.9136363590001, 8.46137971900004], [35.8645815030001, 8.51122994400004], [35.841800118, 8.49865973600004], [35.80860683, 8.50418321200004], [35.7500166780001, 8.53322326500006], [35.699101614, 8.51294698200007], [35.6591581660001, 8.47626571300003], [35.6838502860001, 8.43978684800004], [35.68408191, 8.41126573800005], [35.755906386, 8.36514396400003], [35.7662631950001, 8.38045602400007], [35.8416794780001, 8.38870185300004], [35.9075208260001, 8.40550431200006], [35.9854471570001, 8.41012693300007], [36.0006642870001, 8.40284596600003], [36.0050753720001, 8.42674415500005], [35.9887711580001, 8.49134898700004]]]]}","{'placeCode': 'ET040324', 'placeCodeParent': 'ET0403', 'name': 'Dorani', 'adminLevel': 3}"
258,3,ET040702,Boset,ET0407,"{'type': 'MultiPolygon', 'coordinates': [[[[39.293055893, 8.71818849500005], [39.3275678590001, 8.69676435200006], [39.3932613740001, 8.62443863100003], [39.3504358010001, 8.55498519800005], [39.343874058, 8.54270631300005], [39.334183276, 8.52097439300007], [39.421247484, 8.47170478700002], [39.4109902450001, 8.42186233800004], [39.4512913290001, 8.41574546200007], [39.4938874210001, 8.43333504200007], [39.5061430050001, 8.45461629300007], [39.5641722130001, 8.50722459600007], [39.573525891, 8.52390008800006], [39.6262328710001, 8.52839607300007], [39.6522951200001, 8.56794075700003], [39.691271736, 8.58703162800003], [39.7180913400001, 8.63386305500006], [39.7556813040001, 8.65089984200006], [39.783099867, 8.64719732300006], [39.8133366690001, 8.66561859500007], [39.8268322100001, 8.71702231100005], [39.802088955, 8.74091064700002], [39.763795116, 8.73520407600006], [39.7393799610001, 8.75952346500003], [39.6672526610001, 8.78873230900007], [39.660740506, 8.81198114800003], [39.617022723, 8.78686896900007], [39.5619867710001, 8.81783961800005], [39.5517862360001, 8.76875059600007], [39.5007501910001, 8.71481253000007], [39.4492266190001, 8.75223794400006], [39.417751568, 8.81454196500005], [39.378164, 8.79117149000007], [39.3771011700001, 8.73089707800006], [39.3420488580001, 8.72694542900007], [39.3245420760001, 8.74688687000003], [39.293055893, 8.71818849500005]]]]}","{'type': 'MultiPolygon', 'coordinates': [[[[39.293055893, 8.71818849500005], [39.3275678590001, 8.69676435200006], [39.3932613740001, 8.62443863100003], [39.3504358010001, 8.55498519800005], [39.343874058, 8.54270631300005], [39.334183276, 8.52097439300007], [39.421247484, 8.47170478700002], [39.4109902450001, 8.42186233800004], [39.4512913290001, 8.41574546200007], [39.4938874210001, 8.43333504200007], [39.5061430050001, 8.45461629300007], [39.5641722130001, 8.50722459600007], [39.573525891, 8.52390008800006], [39.6262328710001, 8.52839607300007], [39.6522951200001, 8.56794075700003], [39.691271736, 8.58703162800003], [39.7180913400001, 8.63386305500006], [39.7556813040001, 8.65089984200006], [39.783099867, 8.64719732300006], [39.8133366690001, 8.66561859500007], [39.8268322100001, 8.71702231100005], [39.802088955, 8.74091064700002], [39.763795116, 8.73520407600006], [39.7393799610001, 8.75952346500003], [39.6672526610001, 8.78873230900007], [39.660740506, 8.81198114800003], [39.617022723, 8.78686896900007], [39.5619867710001, 8.81783961800005], [39.5517862360001, 8.76875059600007], [39.5007501910001, 8.71481253000007], [39.4492266190001, 8.75223794400006], [39.417751568, 8.81454196500005], [39.378164, 8.79117149000007], [39.3771011700001, 8.73089707800006], [39.3420488580001, 8.72694542900007], [39.3245420760001, 8.74688687000003], [39.293055893, 8.71818849500005]]]]}","{'placeCode': 'ET040702', 'placeCodeParent': 'ET0407', 'name': 'Boset', 'adminLevel': 3}"
259,3,ET072203,Burji Special,ET0722,"{'type': 'MultiPolygon', 'coordinates': [[[[37.9435199960001, 5.63946415100003], [37.8936292500001, 5.64281271400006], [37.8837618370001, 5.62431183100006], [37.84559904, 5.62091522900005], [37.800189829, 5.64789446100002], [37.73422702, 5.62417727600007], [37.7285567980001, 5.66383597400005], [37.6986457, 5.70545023800003], [37.6518619560001, 5.68939421700003], [37.606560922, 5.68851754100007], [37.5861314630001, 5.65777812000005], [37.5984566600001, 5.61794335200005], [37.5587696630001, 5.61943161800002], [37.593771964, 5.53911202900002], [37.6913103840001, 5.46003352700006], [37.680298468, 5.41789382200005], [37.6590066750001, 5.37137661600002], [37.6454781570001, 5.29718594700006], [37.700880053, 5.30588330700004], [37.7471292590001, 5.27661065300003], [37.7728288170001, 5.28335127400004], [37.810078172, 5.26829991000005], [37.8526574420001, 5.23464685400006], [37.886762247, 5.23543368300005], [37.9008193350001, 5.24485408700002], [37.904774635, 5.30395779300005], [37.9005191850001, 5.36989936600003], [37.935224497, 5.42303325500006], [37.946814455, 5.47428560000003], [37.9478144870001, 5.53768851200005], [37.930174644, 5.61667214700003], [37.9435199960001, 5.63946415100003]]]]}","{'type': 'MultiPolygon', 'coordinates': [[[[37.9435199960001, 5.63946415100003], [37.8936292500001, 5.64281271400006], [37.8837618370001, 5.62431183100006], [37.84559904, 5.62091522900005], [37.800189829, 5.64789446100002], [37.73422702, 5.62417727600007], [37.7285567980001, 5.66383597400005], [37.6986457, 5.70545023800003], [37.6518619560001, 5.68939421700003], [37.606560922, 5.68851754100007], [37.5861314630001, 5.65777812000005], [37.5984566600001, 5.61794335200005], [37.5587696630001, 5.61943161800002], [37.593771964, 5.53911202900002], [37.6913103840001, 5.46003352700006], [37.680298468, 5.41789382200005], [37.6590066750001, 5.37137661600002], [37.6454781570001, 5.29718594700006], [37.700880053, 5.30588330700004], [37.7471292590001, 5.27661065300003], [37.7728288170001, 5.28335127400004], [37.810078172, 5.26829991000005], [37.8526574420001, 5.23464685400006], [37.886762247, 5.23543368300005], [37.9008193350001, 5.24485408700002], [37.904774635, 5.30395779300005], [37.9005191850001, 5.36989936600003], [37.935224497, 5.42303325500006], [37.946814455, 5.47428560000003], [37.9478144870001, 5.53768851200005], [37.930174644, 5.61667214700003], [37.9435199960001, 5.63946415100003]]]]}","{'placeCode': 'ET072203', 'placeCodeParent': 'ET0722', 'name': 'Burji Special', 'adminLevel': 3}"
260,3,ET070508,Chelelektu town,ET0705,"{'type': 'MultiPolygon', 'coordinates': [[[[38.1540665410001, 5.99402702100002], [38.156970232, 6.00663121800005], [38.1469957040001, 6.00327345100004], [38.1540665410001, 5.99402702100002]]]]}","{'type': 'MultiPolygon', 'coordinates': [[[[38.1540665410001, 5.99402702100002], [38.156970232, 6.00663121800005], [38.1469957040001, 6.00327345100004], [38.1540665410001, 5.99402702100002]]]]}","{'placeCode': 'ET070508', 'placeCodeParent': 'ET0705', 'name': 'Chelelektu town', 'adminLevel': 3}"
261,3,ET031112,Chilga 2,ET0311,"{'type': 'MultiPolygon', 'coordinates': [[[[37.1898107370001, 12.831361132], [37.1396432010001, 12.8827643600001], [37.0914365880001, 12.8989519520001], [37.048554822, 12.866314518], [36.9851504170001, 12.8541586050001], [36.9419115950001, 12.8565318330001], [36.909740937, 12.832832492], [36.8343152140001, 12.804107603], [36.7991441340001, 12.823660193], [36.742451771, 12.8334095110001], [36.657281072, 12.773734931], [36.6919604440001, 12.734208181], [36.7053989630001, 12.691431853], [36.7034459490001, 12.6593765390001], [36.663118658, 12.5770662900001], [36.645933728, 12.5798803970001], [36.6016929400001, 12.5370272920001], [36.573397044, 12.565031645], [36.555976812, 12.5516287730001], [36.559156375, 12.511158896], [36.587186424, 12.484969805], [36.596805024, 12.4338927530001], [36.580057873, 12.396576566], [36.6454301370001, 12.3893984380001], [36.686984248, 12.402395873], [36.7128894470001, 12.3889169240001], [36.7606945810001, 12.395588757], [36.8425483830001, 12.3738108900001], [36.8458552020001, 12.3567930730001], [36.920798335, 12.343939655], [36.955347857, 12.327565669], [37.025294208, 12.331729001], [37.1015715200001, 12.32499009], [37.103186506, 12.405006907], [37.074299447, 12.4055333320001], [37.0558694630001, 12.4563399910001], [37.094147493, 12.446281384], [37.1169793120001, 12.492148398], [37.0749847220001, 12.5051384490001], [37.0463501470001, 12.4645879390001], [37.0003678730001, 12.4618870190001], [36.9862432190001, 12.4982205540001], [36.9334404270001, 12.518477573], [36.908925337, 12.546184929], [36.850355069, 12.5676196370001], [36.856698065, 12.589421572], [36.9085864520001, 12.5810975580001], [36.9372468940001, 12.595286249], [36.9326110530001, 12.647525709], [36.9182040220001, 12.693035706], [37.028982129, 12.7039739370001], [37.055038805, 12.740028437], [37.1607753710001, 12.73511603], [37.1931853680001, 12.707393742], [37.2292568350001, 12.7249225510001], [37.2289399200001, 12.750578418], [37.1968557980001, 12.794844975], [37.1898107370001, 12.831361132]]]]}","{'type': 'MultiPolygon', 'coordinates': [[[[37.1898107370001, 12.831361132], [37.1396432010001, 12.8827643600001], [37.0914365880001, 12.8989519520001], [37.048554822, 12.866314518], [36.9851504170001, 12.8541586050001], [36.9419115950001, 12.8565318330001], [36.909740937, 12.832832492], [36.8343152140001, 12.804107603], [36.7991441340001, 12.823660193], [36.742451771, 12.8334095110001], [36.657281072, 12.773734931], [36.6919604440001, 12.734208181], [36.7053989630001, 12.691431853], [36.7034459490001, 12.6593765390001], [36.663118658, 12.5770662900001], [36.645933728, 12.5798803970001], [36.6016929400001, 12.5370272920001], [36.573397044, 12.565031645], [36.555976812, 12.5516287730001], [36.559156375, 12.511158896], [36.587186424, 12.484969805], [36.596805024, 12.4338927530001], [36.580057873, 12.396576566], [36.6454301370001, 12.3893984380001], [36.686984248, 12.402395873], [36.7128894470001, 12.3889169240001], [36.7606945810001, 12.395588757], [36.8425483830001, 12.3738108900001], [36.8458552020001, 12.3567930730001], [36.920798335, 12.343939655], [36.955347857, 12.327565669], [37.025294208, 12.331729001], [37.1015715200001, 12.32499009], [37.103186506, 12.405006907], [37.074299447, 12.4055333320001], [37.0558694630001, 12.4563399910001], [37.094147493, 12.446281384], [37.1169793120001, 12.492148398], [37.0749847220001, 12.5051384490001], [37.0463501470001, 12.4645879390001], [37.0003678730001, 12.4618870190001], [36.9862432190001, 12.4982205540001], [36.9334404270001, 12.518477573], [36.908925337, 12.546184929], [36.850355069, 12.5676196370001], [36.856698065, 12.589421572], [36.9085864520001, 12.5810975580001], [36.9372468940001, 12.595286249], [36.9326110530001, 12.647525709], [36.9182040220001, 12.693035706], [37.028982129, 12.7039739370001], [37.055038805, 12.740028437], [37.1607753710001, 12.73511603], [37.1931853680001, 12.707393742], [37.2292568350001, 12.7249225510001], [37.2289399200001, 12.750578418], [37.1968557980001, 12.794844975], [37.1898107370001, 12.831361132]]]]}","{'placeCode': 'ET031112', 'placeCodeParent': 'ET0311', 'name': 'Chilga 2', 'adminLevel': 3}"
262,3,ET160035,Chuko town,ET1600,"{'type': 'MultiPolygon', 'coordinates': [[[[38.341971303, 6.59520846800007], [38.33044627, 6.58731847600006], [38.331273611, 6.57712321800005], [38.344182303, 6.58822230600003], [38.341971303, 6.59520846800007]]]]}","{'type': 'MultiPolygon', 'coordinates': [[[[38.341971303, 6.59520846800007], [38.33044627, 6.58731847600006], [38.331273611, 6.57712321800005], [38.344182303, 6.58822230600003], [38.341971303, 6.59520846800007]]]]}","{'placeCode': 'ET160035', 'placeCodeParent': 'ET1600', 'name': 'Chuko town', 'adminLevel': 3}"
263,3,ET041803,Dale Wabera,ET0418,"{'type': 'MultiPolygon', 'coordinates': [[[[35.188242745, 9.10489573400002], [35.163072039, 9.16490412700006], [35.1250319530001, 9.21582450200003], [35.077612324, 9.19305216800007], [35.065514008, 9.16364130500006], [35.064064279, 9.10875331000005], [35.0414082070001, 9.07209776800005], [34.992704475, 9.06726719800002], [34.9546190120001, 9.07636967900004], [34.957245889, 9.02675402500006], [34.9738420200001, 9.02788952700007], [35.0068226930001, 8.98037689500006], [35.0054970140001, 8.96324359500005], [34.94601376, 8.95291058100003], [34.8705579210001, 8.88852700200005], [34.913504231, 8.88234433900004], [34.9535959500001, 8.90509010500006], [34.977480267, 8.88905468800004], [35.0116259430001, 8.89931690400005], [35.0665558000001, 8.89389317100006], [35.1290122080001, 8.89868962900005], [35.1349937000001, 8.92474584200005], [35.098170215, 9.00533995900003], [35.1641209480001, 9.03081283200004], [35.1542810810001, 9.07297396800004], [35.188242745, 9.10489573400002]]]]}","{'type': 'MultiPolygon', 'coordinates': [[[[35.188242745, 9.10489573400002], [35.163072039, 9.16490412700006], [35.1250319530001, 9.21582450200003], [35.077612324, 9.19305216800007], [35.065514008, 9.16364130500006], [35.064064279, 9.10875331000005], [35.0414082070001, 9.07209776800005], [34.992704475, 9.06726719800002], [34.9546190120001, 9.07636967900004], [34.957245889, 9.02675402500006], [34.9738420200001, 9.02788952700007], [35.0068226930001, 8.98037689500006], [35.0054970140001, 8.96324359500005], [34.94601376, 8.95291058100003], [34.8705579210001, 8.88852700200005], [34.913504231, 8.88234433900004], [34.9535959500001, 8.90509010500006], [34.977480267, 8.88905468800004], [35.0116259430001, 8.89931690400005], [35.0665558000001, 8.89389317100006], [35.1290122080001, 8.89868962900005], [35.1349937000001, 8.92474584200005], [35.098170215, 9.00533995900003], [35.1641209480001, 9.03081283200004], [35.1542810810001, 9.07297396800004], [35.188242745, 9.10489573400002]]]]}","{'placeCode': 'ET041803', 'placeCodeParent': 'ET0418', 'name': 'Dale Wabera', 'adminLevel': 3}"
264,3,ET070609,Damot Sore,ET0706,"{'type': 'MultiPolygon', 'coordinates': [[[[37.7230730100001, 6.99969429700008], [37.6679775700001, 7.00511101100005], [37.6365186530001, 6.99698505100002], [37.6188044450001, 7.04491685700003], [37.600986504, 7.02955746600003], [37.593153525, 6.97680196700003], [37.62985195, 6.96611380900004], [37.6250694600001, 6.86850815700006], [37.6703705100001, 6.84157112500003], [37.674303298, 6.88621619700007], [37.7028766290001, 6.93059742400004], [37.738227678, 6.95490832000007], [37.7230730100001, 6.99969429700008]], [[37.6511565700001, 6.93725729700003], [37.6644587050001, 6.91995761100003], [37.6496731010001, 6.91582386100004], [37.6511565700001, 6.93725729700003]]]]}","{'type': 'MultiPolygon', 'coordinates': [[[[37.7230730100001, 6.99969429700008], [37.6679775700001, 7.00511101100005], [37.6365186530001, 6.99698505100002], [37.6188044450001, 7.04491685700003], [37.600986504, 7.02955746600003], [37.593153525, 6.97680196700003], [37.62985195, 6.96611380900004], [37.6250694600001, 6.86850815700006], [37.6703705100001, 6.84157112500003], [37.674303298, 6.88621619700007], [37.7028766290001, 6.93059742400004], [37.738227678, 6.95490832000007], [37.7230730100001, 6.99969429700008]], [[37.6511565700001, 6.93725729700003], [37.6644587050001, 6.91995761100003], [37.6496731010001, 6.91582386100004], [37.6511565700001, 6.93725729700003]]]]}","{'placeCode': 'ET070609', 'placeCodeParent': 'ET0706', 'name': 'Damot Sore', 'adminLevel': 3}"
265,3,ET160006,Dara,ET1600,"{'type': 'MultiPolygon', 'coordinates': [[[[38.3399162380001, 6.49431071800007], [38.3103111520001, 6.49563533500003], [38.250946045, 6.46265726400003], [38.282403501, 6.43776997800006], [38.32044276, 6.41811872400007], [38.3863097290001, 6.41498193100006], [38.404466062, 6.39671814900004], [38.393861998, 6.36826125100004], [38.424347106, 6.36867513100003], [38.4271953910001, 6.38358913200005], [38.4515257300001, 6.41512544400007], [38.456211, 6.43284716800002], [38.4049064800001, 6.45865751000002], [38.3737191910001, 6.48698359200006], [38.3399162380001, 6.49431071800007]]]]}","{'type': 'MultiPolygon', 'coordinates': [[[[38.3399162380001, 6.49431071800007], [38.3103111520001, 6.49563533500003], [38.250946045, 6.46265726400003], [38.282403501, 6.43776997800006], [38.32044276, 6.41811872400007], [38.3863097290001, 6.41498193100006], [38.404466062, 6.39671814900004], [38.393861998, 6.36826125100004], [38.424347106, 6.36867513100003], [38.4271953910001, 6.38358913200005], [38.4515257300001, 6.41512544400007], [38.456211, 6.43284716800002], [38.4049064800001, 6.45865751000002], [38.3737191910001, 6.48698359200006], [38.3399162380001, 6.49431071800007]]]]}","{'placeCode': 'ET160006', 'placeCodeParent': 'ET1600', 'name': 'Dara', 'adminLevel': 3}"
