,name,placeCodenew,glofasStation,Level,shapeGroup,placeCode,placeCodeParent1
1030,Utawala Ward,KEN-ADM3-25604234B65102050,no_station,ADM3,KEN,KE0472851424,KE047285
1031,Mihango Ward,KEN-ADM3-25604234B11447516,no_station,ADM3,KEN,KE0472851425,KE047285
1032,Ngolia Ward,KEN-ADM3-25604234B46967231,no_station,ADM3,KEN,KE0060260130,KE006026
1033,Sensi Ward,KEN-ADM3-25604234B76537670,no_station,ADM3,KEN,KE0452681338,KE045268
1034,Viwandani Ward,KEN-ADM3-25604234B10965154,no_station,ADM3,KEN,KE0472871431,KE047287
1035,Harambee Ward,KEN-ADM3-25604234B67605824,no_station,ADM3,KEN,KE0472871432,KE047287
1036,Eastleigh South Ward,KEN-ADM3-25604234B59910102,no_station,ADM3,KEN,KE0472871430,KE047287
1037,Kabiemit Ward,KEN-ADM3-25604234B82051007,no_station,ADM3,KEN,KE0281500749,KE028150
1038,Maalimin Ward,KEN-ADM3-25604234B22512032,no_station,ADM3,KEN,KE0070290143,KE007029
1039,Sabena Ward,KEN-ADM3-25604234B17784729,no_station,ADM3,KEN,KE0070290144,KE007029
1040,Baraki Ward,KEN-ADM3-25604234B70022561,no_station,ADM3,KEN,KE0070290145,KE007029
1041,Chemundu/kapng'etunyi Ward,KEN-ADM3-25604234B96867147,no_station,ADM3,KEN,KE0291540765,KE029154
1042,Kawangware Ward,KEN-ADM3-25604234B44421786,no_station,ADM3,KEN,KE0472751372,KE047275
1043,Landimawe Ward,KEN-ADM3-25604234B48963768,no_station,ADM3,KEN,KE0472891443,KE047289
1044,Nairobi South Ward,KEN-ADM3-25604234B20091304,no_station,ADM3,KEN,KE0472891444,KE047289
1045,Huruma Ward,KEN-ADM3-25604234B10244368,no_station,ADM3,KEN,KE0472881437,KE047288
1046,Segeroi/barsombe Ward,KEN-ADM3-25604234B87598456,no_station,ADM3,KEN,KE0271410704,KE027141
1047,Kipsomba Ward,KEN-ADM3-25604234B90239754,no_station,ADM3,KEN,KE0271410705,KE027141
1048,Megun Ward,KEN-ADM3-25604234B32821844,no_station,ADM3,KEN,KE0271450725,KE027145
1049,Keyian Ward,KEN-ADM3-25604234B68661273,no_station,ADM3,KEN,KE0331770882,KE033177
1050,Angata Barikoi Ward,KEN-ADM3-25604234B38445611,no_station,ADM3,KEN,KE0331770883,KE033177
1051,Shankoe Ward,KEN-ADM3-25604234B84114446,no_station,ADM3,KEN,KE0331770884,KE033177
1052,Kimintet Ward,KEN-ADM3-25604234B19181309,no_station,ADM3,KEN,KE0331770885,KE033177
1053,Lolgorian Ward,KEN-ADM3-25604234B71694142,no_station,ADM3,KEN,KE0331770886,KE033177
1054,Iikerin Ward,KEN-ADM3-25604234B10447799,no_station,ADM3,KEN,KE0331780887,KE033178
1055,Ololmasani Ward,KEN-ADM3-25604234B16317828,no_station,ADM3,KEN,KE0331780888,KE033178
1056,Mogondo Ward,KEN-ADM3-25604234B3613984,no_station,ADM3,KEN,KE0331780889,KE033178
1057,Kijabe Ward,KEN-ADM3-25604234B36996129,no_station,ADM3,KEN,KE0221220607,KE022122
1058,Gatongora Ward,KEN-ADM3-25604234B19359216,no_station,ADM3,KEN,KE0221150571,KE022115
1059,Gatunga Ward,KEN-ADM3-25604234B52576310,no_station,ADM3,KEN,KE0130620306,KE013062
1060,Mukothima Ward,KEN-ADM3-25604234B18944837,no_station,ADM3,KEN,KE0130620307,KE013062
1061,Kahawa Wendani Ward,KEN-ADM3-25604234B3927665,no_station,ADM3,KEN,KE0221150573,KE022115
1062,BOOCHI BORABU,KEN-ADM3-25604234B82928711,no_station,ADM3,KEN,KE0452631312,KE045263
1063,Kipini east Ward,KEN-ADM3-25604234B10741082,no_station,ADM3,KEN,KE0040180086,KE004018
1064,Garsen south Ward,KEN-ADM3-25604234B37381340,G5305,ADM3,KEN,KE0040180087,KE004018
1065,BANISSA,KEN-ADM3-25604234B37749172,no_station,ADM3,KEN,KE0090400196,KE009040
1066,DERKHALE,KEN-ADM3-25604234B90110979,no_station,ADM3,KEN,KE0090400197,KE009040
1067,BULA PESA,KEN-ADM3-25604234B60832173,no_station,ADM3,KEN,KE0110490242,KE011049
1068,CHARI,KEN-ADM3-25604234B87533731,no_station,ADM3,KEN,KE0110490243,KE011049
1069,CHERAB,KEN-ADM3-25604234B54597303,no_station,ADM3,KEN,KE0110490244,KE011049
1070,NGARE MARA,KEN-ADM3-25604234B83535075,no_station,ADM3,KEN,KE0110490245,KE011049
1071,BURAT,KEN-ADM3-25604234B75537397,no_station,ADM3,KEN,KE0110490246,KE011049
1072,OLDONYIRO,KEN-ADM3-25604234B28726678,no_station,ADM3,KEN,KE0110490247,KE011049
1073,GARBATULLA,KEN-ADM3-25604234B74010526,no_station,ADM3,KEN,KE0110500248,KE011050
1074,KINNA,KEN-ADM3-25604234B56195922,no_station,ADM3,KEN,KE0110500249,KE011050
1075,SERICHO,KEN-ADM3-25604234B32081022,no_station,ADM3,KEN,KE0110500250,KE011050
1076,LAGHSURE,KEN-ADM3-25604234B85265137,no_station,ADM3,KEN,KE0090390193,KE009039
1077,ASHABITO,KEN-ADM3-25604234B1658357,no_station,ADM3,KEN,KE0090410201,KE009041
1078,GUTICHA,KEN-ADM3-25604234B32950594,no_station,ADM3,KEN,KE0090410202,KE009041
1079,BULLA MPYA,KEN-ADM3-25604234B35282438,no_station,ADM3,KEN,KE0090430212,KE009043
1080,KHALALIO,KEN-ADM3-25604234B80883635,no_station,ADM3,KEN,KE0090430213,KE009043
1081,NEBOI,KEN-ADM3-25604234B55433337,no_station,ADM3,KEN,KE0090430214,KE009043
1082,TOWNSHIP,KEN-ADM3-25604234B91749113,no_station,ADM3,KEN,KE0090430215,KE009043
1083,LIBEHIA,KEN-ADM3-25604234B87372705,no_station,ADM3,KEN,KE0090440216,KE009044
1084,FINO,KEN-ADM3-25604234B65738439,no_station,ADM3,KEN,KE0090440217,KE009044
1085,LAFEY,KEN-ADM3-25604234B7863482,no_station,ADM3,KEN,KE0090440218,KE009044
1086,WARANKARA,KEN-ADM3-25604234B71831106,no_station,ADM3,KEN,KE0090440219,KE009044
1087,ALANGO GOF,KEN-ADM3-25604234B77274786,no_station,ADM3,KEN,KE0090440220,KE009044
1088,Njabani/kiburu Ward,KEN-ADM3-25604234B91179020,no_station,ADM3,KEN,KE0180890445,KE018089
1089,Lokichar Ward,KEN-ADM3-25604234B96801688,no_station,ADM3,KEN,KE0231270637,KE023127
1090,Kapedo/napeitom Ward,KEN-ADM3-25604234B37647102,no_station,ADM3,KEN,KE0231280638,KE023128
1091,Endo Ward,KEN-ADM3-25604234B60220836,no_station,ADM3,KEN,KE0281470733,KE028147
1092,Embobut/Embulot Ward,KEN-ADM3-25604234B10812266,no_station,ADM3,KEN,KE0281470734,KE028147
1093,Lelan Ward,KEN-ADM3-25604234B1134297,no_station,ADM3,KEN,KE0281480735,KE028148
1094,Kabiro Ward,KEN-ADM3-25604234B72713245,no_station,ADM3,KEN,KE0472751375,KE047275
1095,Mutu-ini Ward,KEN-ADM3-25604234B8883710,no_station,ADM3,KEN,KE0472761376,KE047276
1096,Ngando Ward,KEN-ADM3-25604234B50205399,no_station,ADM3,KEN,KE0472761377,KE047276
1097,Riruta Ward,KEN-ADM3-25604234B56343525,no_station,ADM3,KEN,KE0472761378,KE047276
1098,Uthiru/ruthimitu Ward,KEN-ADM3-25604234B47974066,no_station,ADM3,KEN,KE0472761379,KE047276
1099,Waithaka Ward,KEN-ADM3-25604234B28706226,no_station,ADM3,KEN,KE0472761380,KE047276
1100,Karen Ward,KEN-ADM3-25604234B78838791,no_station,ADM3,KEN,KE0472771381,KE047277
1101,Sacho Ward,KEN-ADM3-25604234B99188973,no_station,ADM3,KEN,KE0301590794,KE030159
1102,Mukutani Ward,KEN-ADM3-25604234B29938019,no_station,ADM3,KEN,KE0301600801,KE030160
1103,Kimana Ward,KEN-ADM3-25604234B60438381,no_station,ADM3,KEN,KE0341870935,KE034187
1104,Umande Ward,KEN-ADM3-25604234B73918178,no_station,ADM3,KEN,KE0311640821,KE031164
1105,Sosian Ward,KEN-ADM3-25604234B18773781,no_station,ADM3,KEN,KE0311650822,KE031165
1106,Segera Ward,KEN-ADM3-25604234B72048348,no_station,ADM3,KEN,KE0311650823,KE031165
1107,Mugogodo West Ward,KEN-ADM3-25604234B18028519,no_station,ADM3,KEN,KE0311650824,KE031165
1108,Mugogodo East Ward,KEN-ADM3-25604234B65805882,no_station,ADM3,KEN,KE0311650825,KE031165
1109,Iloodokilani Ward,KEN-ADM3-25604234B72307940,no_station,ADM3,KEN,KE0341860927,KE034186
1110,Magadi Ward,KEN-ADM3-25604234B10984747,no_station,ADM3,KEN,KE0341860928,KE034186
1111,Ewuaso oonkidong'i Ward,KEN-ADM3-25604234B34989115,no_station,ADM3,KEN,KE0341860929,KE034186
1112,Mikindani Ward,KEN-ADM3-25604234B63138265,no_station,ADM3,KEN,KE0010020008,KE001002
1113,Makadara Ward-mji Wa Kale Ward,KEN-ADM3-25604234B11787517,no_station,ADM3,KEN,KE0010060026,KE001006
1114,Tononoka Ward,KEN-ADM3-25604234B66469825,no_station,ADM3,KEN,KE0010060028,KE001006
1115,Ganjoni Ward-shimanzi Ward,KEN-ADM3-25604234B81617138,no_station,ADM3,KEN,KE0010060029,KE001006
1116,Majengo Ward,KEN-ADM3-25604234B7521491,no_station,ADM3,KEN,KE0010060030,KE001006
1117,Tezo Ward,KEN-ADM3-25604234B27122289,no_station,ADM3,KEN,KE0030110051,KE003011
1118,Chawia Ward,KEN-ADM3-25604234B46730634,no_station,ADM3,KEN,KE0060250123,KE006025
1119,Shimo La Tewa Ward,KEN-ADM3-25604234B31426620,no_station,ADM3,KEN,KE0030120060,KE003012
1120,Rabai/kisurutini Ward,KEN-ADM3-25604234B49153810,no_station,ADM3,KEN,KE0030140070,KE003014
1121,Ganze Ward,KEN-ADM3-25604234B13188609,no_station,ADM3,KEN,KE0030150071,KE003015
1122,Sokoke Ward,KEN-ADM3-25604234B56804473,no_station,ADM3,KEN,KE0030150074,KE003015
1123,Ganda Ward,KEN-ADM3-25604234B89339,no_station,ADM3,KEN,KE0030160077,KE003016
1124,Malindi Town Ward,KEN-ADM3-25604234B56572546,no_station,ADM3,KEN,KE0030160078,KE003016
1125,Gongoni Ward,KEN-ADM3-25604234B45356609,no_station,ADM3,KEN,KE0030170082,KE003017
1126,Adu Ward,KEN-ADM3-25604234B1285089,G5142,ADM3,KEN,KE0030170083,KE003017
1127,Garashi Ward,KEN-ADM3-25604234B72774433,G5142,ADM3,KEN,KE0030170084,KE003017
1128,Sabaki Ward,KEN-ADM3-25604234B79482312,no_station,ADM3,KEN,KE0030170085,KE003017
1129,North Alego Ward,KEN-ADM3-25604234B16194233,no_station,ADM3,KEN,KE0412341167,KE041234
1130,South East Alego Ward,KEN-ADM3-25604234B82060795,no_station,ADM3,KEN,KE0412341168,KE041234
1131,North Gem Ward,KEN-ADM3-25604234B88438829,no_station,ADM3,KEN,KE0412351169,KE041235
1132,West Gem Ward,KEN-ADM3-25604234B94949836,no_station,ADM3,KEN,KE0412351170,KE041235
1133,Central Gem Ward,KEN-ADM3-25604234B18255643,no_station,ADM3,KEN,KE0412351171,KE041235
1134,Yala Township Ward,KEN-ADM3-25604234B76214780,no_station,ADM3,KEN,KE0412351172,KE041235
1135,East Gem Ward,KEN-ADM3-25604234B6917902,no_station,ADM3,KEN,KE0412351173,KE041235
1136,South Gem Ward,KEN-ADM3-25604234B59460060,no_station,ADM3,KEN,KE0412351174,KE041235
1137,West Yimbo Ward,KEN-ADM3-25604234B35372563,no_station,ADM3,KEN,KE0412361175,KE041236
1138,Central Sakwa Ward,KEN-ADM3-25604234B24263568,no_station,ADM3,KEN,KE0412361176,KE041236
1139,South Sakwa Ward,KEN-ADM3-25604234B46031665,no_station,ADM3,KEN,KE0412361177,KE041236
1140,Yimbo East Ward,KEN-ADM3-25604234B29620650,no_station,ADM3,KEN,KE0412361178,KE041236
1141,West Sakwa Ward,KEN-ADM3-25604234B94251905,no_station,ADM3,KEN,KE0412361179,KE041236
1142,North Sakwa Ward,KEN-ADM3-25604234B12642648,no_station,ADM3,KEN,KE0412361180,KE041236
1143,East Asembo Ward,KEN-ADM3-25604234B62341031,no_station,ADM3,KEN,KE0412371181,KE041237
1144,West Asembo Ward,KEN-ADM3-25604234B39513551,no_station,ADM3,KEN,KE0412371182,KE041237
1145,Kajulu Ward,KEN-ADM3-25604234B61216209,no_station,ADM3,KEN,KE0422381186,KE042238
1146,Kolwa East Ward,KEN-ADM3-25604234B54964758,no_station,ADM3,KEN,KE0422381187,KE042238
1147,Kolwa Central Ward,KEN-ADM3-25604234B85955343,no_station,ADM3,KEN,KE0422381190,KE042238
1148,Central Kisumu Ward,KEN-ADM3-25604234B12396133,no_station,ADM3,KEN,KE0422391192,KE042239
1149,Kaloleni  Ward,KEN-ADM3-25604234B4141538,no_station,ADM3,KEN,KE0060260127,KE006026
1150,North Kisumu Ward,KEN-ADM3-25604234B80685184,no_station,ADM3,KEN,KE0422391193,KE042239
1151,West Kisumu Ward,KEN-ADM3-25604234B30567174,no_station,ADM3,KEN,KE0422391194,KE042239
1152,North West Kisumu Ward,KEN-ADM3-25604234B29673402,no_station,ADM3,KEN,KE0422391195,KE042239
1153,Railways Ward,KEN-ADM3-25604234B66959454,no_station,ADM3,KEN,KE0422401196,KE042240
1154,Migosi Ward,KEN-ADM3-25604234B13190561,no_station,ADM3,KEN,KE0422401197,KE042240
1155,Ibeno Ward,KEN-ADM3-25604234B46078242,no_station,ADM3,KEN,KE0452671336,KE045267
1156,Monyerero Ward,KEN-ADM3-25604234B82492406,no_station,ADM3,KEN,KE0452681337,KE045268
1157,Marani Ward,KEN-ADM3-25604234B88836734,no_station,ADM3,KEN,KE0452681339,KE045268
1158,Kegogi Ward,KEN-ADM3-25604234B97955852,no_station,ADM3,KEN,KE0452681340,KE045268
1159,Bogusero Ward,KEN-ADM3-25604234B17249058,no_station,ADM3,KEN,KE0452691341,KE045269
1160,Bogeka Ward,KEN-ADM3-25604234B71817015,no_station,ADM3,KEN,KE0452691342,KE045269
1161,Nyatieko Ward,KEN-ADM3-25604234B49842403,no_station,ADM3,KEN,KE0452691345,KE045269
1162,Karura Ward,KEN-ADM3-25604234B10621186,no_station,ADM3,KEN,KE0472741368,KE047274
1163,Kangemi Ward,KEN-ADM3-25604234B39019502,no_station,ADM3,KEN,KE0472741369,KE047274
1164,Mountain View Ward,KEN-ADM3-25604234B67879743,no_station,ADM3,KEN,KE0472741370,KE047274
1165,Keiyo Ward,KEN-ADM3-25604234B27774969,no_station,ADM3,KEN,KE0261360678,KE026136
1166,Gatina Ward,KEN-ADM3-25604234B97199422,no_station,ADM3,KEN,KE0472751373,KE047275
1167,Sangalo/kebulonik Ward,KEN-ADM3-25604234B99773386,no_station,ADM3,KEN,KE0291560780,KE029156
1168,Tangulbei/korossi Ward,KEN-ADM3-25604234B82930147,no_station,ADM3,KEN,KE0301570786,KE030157
1169,Nairobi West Ward,KEN-ADM3-25604234B75069611,no_station,ADM3,KEN,KE0472771382,KE047277
1170,Mugumo-ini Ward,KEN-ADM3-25604234B43140407,no_station,ADM3,KEN,KE0472771383,KE047277
1171,Churo/amaya Ward,KEN-ADM3-25604234B2021603,no_station,ADM3,KEN,KE0301570787,KE030157
1172,Barwessa Ward,KEN-ADM3-25604234B51900795,no_station,ADM3,KEN,KE0301580788,KE030158
1173,Kabartonjo Ward,KEN-ADM3-25604234B56054972,no_station,ADM3,KEN,KE0301580789,KE030158
1174,Saimoi/kipsaraman Ward,KEN-ADM3-25604234B66343714,no_station,ADM3,KEN,KE0301580790,KE030158
1175,Saimo/soi Ward,KEN-ADM3-25604234B17989284,no_station,ADM3,KEN,KE0301580791,KE030158
1176,Bartabwa Ward,KEN-ADM3-25604234B96917998,no_station,ADM3,KEN,KE0301580792,KE030158
1177,Kabarnet Ward,KEN-ADM3-25604234B98171952,no_station,ADM3,KEN,KE0301590793,KE030159
1178,South C Ward,KEN-ADM3-25604234B49091565,no_station,ADM3,KEN,KE0472771384,KE047277
1179,Tenges Ward,KEN-ADM3-25604234B15303935,no_station,ADM3,KEN,KE0301590795,KE030159
1180,Ewalel/chapchap Ward,KEN-ADM3-25604234B88806036,no_station,ADM3,KEN,KE0301590796,KE030159
1181,Kapropita Ward,KEN-ADM3-25604234B96187941,no_station,ADM3,KEN,KE0301590797,KE030159
1182,Marigat Ward,KEN-ADM3-25604234B15615487,no_station,ADM3,KEN,KE0301600798,KE030160
1183,Iichamus Ward,KEN-ADM3-25604234B18976688,no_station,ADM3,KEN,KE0301600799,KE030160
1184,Mochongoi Ward,KEN-ADM3-25604234B95240380,no_station,ADM3,KEN,KE0301600800,KE030160
1185,Nyayo Highrise Ward,KEN-ADM3-25604234B77594231,no_station,ADM3,KEN,KE0472771383,KE047277
1186,Laini Saba Ward,KEN-ADM3-25604234B6012345,no_station,ADM3,KEN,KE0472781387,KE047278
1187,Mosiro Ward,KEN-ADM3-25604234B6249191,no_station,ADM3,KEN,KE0341860930,KE034186
1188,Entonet/lenkism Ward,KEN-ADM3-25604234B23025172,G5142,ADM3,KEN,KE0341870931,KE034187
1189,Imbrikani/eselelnkei Ward,KEN-ADM3-25604234B27742260,no_station,ADM3,KEN,KE0341870932,KE034187
1190,Kuku Ward,KEN-ADM3-25604234B80148972,no_station,ADM3,KEN,KE0341870933,KE034187
1191,Rombo Ward,KEN-ADM3-25604234B50511946,no_station,ADM3,KEN,KE0341870934,KE034187
1192,Lindi Ward,KEN-ADM3-25604234B65562178,no_station,ADM3,KEN,KE0472771383,KE047277
1193,Londiani Ward,KEN-ADM3-25604234B70885712,no_station,ADM3,KEN,KE0351880936,KE035188
1194,Makina Ward,KEN-ADM3-25604234B90610875,no_station,ADM3,KEN,KE0472781388,KE047278
1195,Sarang'ombe Ward,KEN-ADM3-25604234B97345682,no_station,ADM3,KEN,KE0472781390,KE047278
1196,Githurai Ward,KEN-ADM3-25604234B59713210,no_station,ADM3,KEN,KE0472791391,KE047279
1197,Kahawa West,KEN-ADM3-25604234B61710468,no_station,ADM3,KEN,KE0472791392,KE047279
1198,Kahawa,KEN-ADM3-25604234B77203757,no_station,ADM3,KEN,KE0472791395,KE047279
1199,Clay City,KEN-ADM3-25604234B47180962,no_station,ADM3,KEN,KE0472801396,KE047280
1200,Njiru Ward,KEN-ADM3-25604234B21468489,no_station,ADM3,KEN,KE0472801399,KE047280
1201,Ruai Ward,KEN-ADM3-25604234B65156871,no_station,ADM3,KEN,KE0472801400,KE047280
1202,Babandogo,KEN-ADM3-25604234B48702515,no_station,ADM3,KEN,KE0472811401,KE047281
1203,Utalii Ward,KEN-ADM3-25604234B18001720,no_station,ADM3,KEN,KE0472811402,KE047281
1204,Kwa Njenga Ward,KEN-ADM3-25604234B96999254,no_station,ADM3,KEN,KE0472821407,KE047282
1205,Dandora Area Iv Ward,KEN-ADM3-25604234B51993108,no_station,ADM3,KEN,KE0472831414,KE047283
1206,Kwa Reuben Ward,KEN-ADM3-25604234B66345603,no_station,ADM3,KEN,KE0472821408,KE047282
1207,Umoja I Ward,KEN-ADM3-25604234B81892376,no_station,ADM3,KEN,KE0472861426,KE047286
1208,Kware Ward,KEN-ADM3-25604234B21569856,no_station,ADM3,KEN,KE0472821410,KE047282
1209,Kariobangi North Ward,KEN-ADM3-25604234B32515755,no_station,ADM3,KEN,KE0472831411,KE047283
1210,Dandora Area I Ward,KEN-ADM3-25604234B91782660,no_station,ADM3,KEN,KE0472861429,KE047286
1211,Dandora Area Ii Ward,KEN-ADM3-25604234B67267102,no_station,ADM3,KEN,KE0472831413,KE047283
1212,Dandora Area Iii Ward,KEN-ADM3-25604234B73175068,no_station,ADM3,KEN,KE0472831414,KE047283
1213,Kayole North Ward,KEN-ADM3-25604234B50075139,no_station,ADM3,KEN,KE0472841416,KE047284
1214,Kayole Central Ward,KEN-ADM3-25604234B94087489,no_station,ADM3,KEN,KE0472841417,KE047284
1215,Umoja Ii Ward,KEN-ADM3-25604234B55947649,no_station,ADM3,KEN,KE0472861427,KE047286
1216,Kayole South Ward,KEN-ADM3-25604234B16935333,no_station,ADM3,KEN,KE0472841418,KE047284
1217,Makongeni Ward,KEN-ADM3-25604234B34270152,no_station,ADM3,KEN,KE0472871433,KE047287
1218,Komarock Ward,KEN-ADM3-25604234B59855567,no_station,ADM3,KEN,KE0472841419,KE047284
1219,Matopeni/spring Valley Ward,KEN-ADM3-25604234B46976350,no_station,ADM3,KEN,KE0472841420,KE047284
1220,Eastleigh North Ward,KEN-ADM3-25604234B5753460,no_station,ADM3,KEN,KE0472881435,KE047288
1221,Upper Savanna Ward,KEN-ADM3-25604234B26303188,no_station,ADM3,KEN,KE0472851421,KE047285
1222,Mowlem Ward,KEN-ADM3-25604234B63647470,no_station,ADM3,KEN,KE0472861428,KE047286
1223,Kariobangi South Ward,KEN-ADM3-25604234B13469744,no_station,ADM3,KEN,KE0472861429,KE047286
1224,Maringo/hamza Ward,KEN-ADM3-25604234B988993,no_station,ADM3,KEN,KE0472871430,KE047287
1225,Nabiswa Ward,KEN-ADM3-25604234B96582271,no_station,ADM3,KEN,KE0261390693,KE026139
1226,California Ward,KEN-ADM3-25604234B53609911,no_station,ADM3,KEN,KE0472881438,KE047288
1227,Pumwani Ward,KEN-ADM3-25604234B70969608,no_station,ADM3,KEN,KE0472881434,KE047288
1228,Sinyerere Ward,KEN-ADM3-25604234B73652793,no_station,ADM3,KEN,KE0261400694,KE026140
1229,Airbase Ward,KEN-ADM3-25604234B94574972,no_station,ADM3,KEN,KE0472881437,KE047288
1230,Iftin Ward,KEN-ADM3-25604234B17217796,no_station,ADM3,KEN,KE0070270133,KE007027
1231,Nairobi Central Ward,KEN-ADM3-25604234B7433088,no_station,ADM3,KEN,KE0472891439,KE047289
1232,Dertu Ward,KEN-ADM3-25604234B71654921,no_station,ADM3,KEN,KE0070300146,KE007030
1233,Dadaab Ward,KEN-ADM3-25604234B57937039,no_station,ADM3,KEN,KE0070300147,KE007030
1234,LABISGALE Ward,KEN-ADM3-25604234B1756902,no_station,ADM3,KEN,KE0070300148,KE007030
1235,Damajale Ward,KEN-ADM3-25604234B24521519,no_station,ADM3,KEN,KE0070300149,KE007030
1236,Liboi Ward,KEN-ADM3-25604234B495479,no_station,ADM3,KEN,KE0070300150,KE007030
1237,Abakaile Ward,KEN-ADM3-25604234B72126783,no_station,ADM3,KEN,KE0070300151,KE007030
1238,Terik Ward,KEN-ADM3-25604234B78059388,no_station,ADM3,KEN,KE0291520756,KE029152
1239,Ngara Ward Ward,KEN-ADM3-25604234B40914022,no_station,ADM3,KEN,KE0472891440,KE047289
1240,Pangani Ward,KEN-ADM3-25604234B76137944,no_station,ADM3,KEN,KE0472891441,KE047289
1241,Ziwani/kariokor,KEN-ADM3-25604234B73930389,no_station,ADM3,KEN,KE0472891442,KE047289
1242,Hospital Ward,KEN-ADM3-25604234B44606205,no_station,ADM3,KEN,KE0472901449,KE047290
1243,Mabatini Ward,KEN-ADM3-25604234B97160971,no_station,ADM3,KEN,KE0472881437,KE047288
1244,Ngei Ward,KEN-ADM3-25604234B6867066,no_station,ADM3,KEN,KE0472901448,KE047290
1245,Mlango Kubwa,KEN-ADM3-25604234B16406477,no_station,ADM3,KEN,KE0472881435,KE047288
1246,Kiamaiko Ward,KEN-ADM3-25604234B84680400,no_station,ADM3,KEN,KE0472901450,KE047290
1247,Kitisuru Ward,KEN-ADM3-25604234B45469036,no_station,ADM3,KEN,KE0472741366,KE047274
1248,Kanyenya-ini Ward,KEN-ADM3-25604234B62313177,no_station,ADM3,KEN,KE0211040516,KE021104
1249,Muguru Ward,KEN-ADM3-25604234B14031437,no_station,ADM3,KEN,KE0211040517,KE021104
1250,Rwathia Ward,KEN-ADM3-25604234B97033933,no_station,ADM3,KEN,KE0211040518,KE021104
1251,Gitugi Ward,KEN-ADM3-25604234B93523158,no_station,ADM3,KEN,KE0211050519,KE021105
1252,Wagberi Ward,KEN-ADM3-25604234B92235808,no_station,ADM3,KEN,KE0080340168,KE008034
1253,Ngeria Ward,KEN-ADM3-25604234B50167963,no_station,ADM3,KEN,KE0271450724,KE027145
1254,Langas Ward,KEN-ADM3-25604234B26708039,no_station,ADM3,KEN,KE0271450726,KE027145
1255,Eldas Ward,KEN-ADM3-25604234B20060762,no_station,ADM3,KEN,KE0080370181,KE008037
1256,Racecourse Ward,KEN-ADM3-25604234B19848981,no_station,ADM3,KEN,KE0271460727,KE027146
1257,Cheptiret/kipchamo Ward,KEN-ADM3-25604234B32725711,no_station,ADM3,KEN,KE0271460728,KE027146
1258,Tulwet/chiyat Ward,KEN-ADM3-25604234B83463211,no_station,ADM3,KEN,KE0271460729,KE027146
1259,Tarakwa Ward,KEN-ADM3-25604234B53238167,no_station,ADM3,KEN,KE0271460730,KE027146
1260,Bura Ward,KEN-ADM3-25604234B50413585,no_station,ADM3,KEN,KE0070310152,KE007031
1261,Kapsasian Ward,KEN-ADM3-25604234B6860404,no_station,ADM3,KEN,KE0331780890,KE033178
1262,Olposimoru Ward,KEN-ADM3-25604234B97861042,no_station,ADM3,KEN,KE0331790891,KE033179
1263,Olokurto Ward,KEN-ADM3-25604234B23719779,no_station,ADM3,KEN,KE0331790892,KE033179
1264,Narok Town Ward,KEN-ADM3-25604234B87649564,no_station,ADM3,KEN,KE0331790893,KE033179
1265,Nkareta Ward,KEN-ADM3-25604234B50408840,no_station,ADM3,KEN,KE0331790894,KE033179
1266,Della Ward,KEN-ADM3-25604234B62611840,no_station,ADM3,KEN,KE0080370182,KE008037
1267,Dadaja bulla Ward,KEN-ADM3-25604234B97825891,no_station,ADM3,KEN,KE0080380186,KE008038
1268,Habasswein Ward,KEN-ADM3-25604234B39780049,no_station,ADM3,KEN,KE0080380187,KE008038
1269,Lagboghoi south Ward,KEN-ADM3-25604234B57136139,no_station,ADM3,KEN,KE0080380188,KE008038
1270,Uthiru Ward,KEN-ADM3-25604234B1340165,no_station,ADM3,KEN,KE0221190595,KE022119
1271,Karai,KEN-ADM3-25604234B12988347,no_station,ADM3,KEN,KE0221200596,KE022120
1272,Nachu Ward,KEN-ADM3-25604234B33482178,no_station,ADM3,KEN,KE0221200597,KE022120
1273,Sigona Ward,KEN-ADM3-25604234B6264304,no_station,ADM3,KEN,KE0221200598,KE022120
1274,Kikuyu Ward,KEN-ADM3-25604234B41713223,no_station,ADM3,KEN,KE0221200599,KE022120
1275,Kinoo,KEN-ADM3-25604234B60060995,no_station,ADM3,KEN,KE0221200600,KE022120
1276,Bibirioni Ward,KEN-ADM3-25604234B33606821,no_station,ADM3,KEN,KE0221210601,KE022121
1277,Limuru Central Ward,KEN-ADM3-25604234B55562762,no_station,ADM3,KEN,KE0221210602,KE022121
1278,Ndeiya Ward,KEN-ADM3-25604234B81830461,no_station,ADM3,KEN,KE0221210603,KE022121
1279,Limuru East Ward,KEN-ADM3-25604234B99807756,no_station,ADM3,KEN,KE0221210604,KE022121
1280,Ngecha Tigoni Ward,KEN-ADM3-25604234B34390296,no_station,ADM3,KEN,KE0221210605,KE022121
1281,Dekaharia Ward,KEN-ADM3-25604234B35915439,no_station,ADM3,KEN,KE0070310153,KE007031
1282,Diif Ward,KEN-ADM3-25604234B50800862,no_station,ADM3,KEN,KE0080380190,KE008038
1283,Biashara Ward,KEN-ADM3-25604234B62980002,no_station,ADM3,KEN,KE0221150570,KE022115
1284,Nkondi Ward,KEN-ADM3-25604234B18289197,no_station,ADM3,KEN,KE0130620308,KE013062
1285,Chiakagira Ward,KEN-ADM3-25604234B35311492,no_station,ADM3,KEN,KE0130620309,KE013062
