,name,placeCodenew,glofasStation,Level,shapeGroup,placeCode,placeCodeParent1
512,Biashara Ward,KEN-ADM3-25604234B18072623,no_station,ADM3,KEN,KE0321680836,KE032168
513,Hells Gate Ward,KEN-ADM3-25604234B57882647,no_station,ADM3,KEN,KE0321680837,KE032168
514,Gaturi Ward,KEN-ADM3-25604234B51051362,no_station,ADM3,KEN,KE0211060527,KE021106
515,Kahumbu Ward,KEN-ADM3-25604234B37324168,no_station,ADM3,KEN,KE0211070528,KE021107
516,Amalo Ward,KEN-ADM3-25604234B88560092,no_station,ADM3,KEN,KE0321700849,KE032170
517,Keringet Ward,KEN-ADM3-25604234B91260421,no_station,ADM3,KEN,KE0321700850,KE032170
518,Kiptagich Ward,KEN-ADM3-25604234B50533201,no_station,ADM3,KEN,KE0321700851,KE032170
519,Tinet Ward,KEN-ADM3-25604234B72704058,no_station,ADM3,KEN,KE0321700852,KE032170
520,Kaeris Ward,KEN-ADM3-25604234B23813938,no_station,ADM3,KEN,KE0231230611,KE023123
521,Lakezone Ward,KEN-ADM3-25604234B63291828,no_station,ADM3,KEN,KE0231230612,KE023123
522,Lapur Ward,KEN-ADM3-25604234B34609932,no_station,ADM3,KEN,KE0231230613,KE023123
523,Kaaleng/kaikor Ward,KEN-ADM3-25604234B74904333,no_station,ADM3,KEN,KE0231230614,KE023123
524,Muthithi Ward,KEN-ADM3-25604234B49140565,no_station,ADM3,KEN,KE0211070529,KE021107
525,Kigumo Ward,KEN-ADM3-25604234B22760198,no_station,ADM3,KEN,KE0211070530,KE021107
526,Kangari Ward,KEN-ADM3-25604234B49218979,no_station,ADM3,KEN,KE0211070531,KE021107
527,Kinyona Ward,KEN-ADM3-25604234B22646684,no_station,ADM3,KEN,KE0211070532,KE021107
528,Kimorori/wempa Ward,KEN-ADM3-25604234B73530166,no_station,ADM3,KEN,KE0211080533,KE021108
529,Makuyu Ward,KEN-ADM3-25604234B59389205,no_station,ADM3,KEN,KE0211080534,KE021108
530,Kambiti Ward,KEN-ADM3-25604234B42391718,no_station,ADM3,KEN,KE0211080535,KE021108
531,Kamahuhu Ward,KEN-ADM3-25604234B92083790,no_station,ADM3,KEN,KE0211080536,KE021108
532,Ichagaki Ward,KEN-ADM3-25604234B45734569,no_station,ADM3,KEN,KE0211080537,KE021108
533,Nginda Ward,KEN-ADM3-25604234B75941784,no_station,ADM3,KEN,KE0211080538,KE021108
534,Ng'araria Ward,KEN-ADM3-25604234B64491669,no_station,ADM3,KEN,KE0211090539,KE021109
535,Muruka Ward,KEN-ADM3-25604234B70429304,no_station,ADM3,KEN,KE0211090540,KE021109
536,Kagundu-ini Ward,KEN-ADM3-25604234B38955450,no_station,ADM3,KEN,KE0211090541,KE021109
537,Gaichanjiru Ward,KEN-ADM3-25604234B392577,no_station,ADM3,KEN,KE0211090542,KE021109
538,Ithiru Ward,KEN-ADM3-25604234B57162074,no_station,ADM3,KEN,KE0211090543,KE021109
539,Ruchu Ward,KEN-ADM3-25604234B80202686,no_station,ADM3,KEN,KE0211090544,KE021109
540,Ithanga Ward,KEN-ADM3-25604234B41096437,no_station,ADM3,KEN,KE0211100545,KE021110
541,Kakuzi/mitubiri Ward,KEN-ADM3-25604234B55027228,no_station,ADM3,KEN,KE0211100546,KE021110
542,Kingandole Ward,KEN-ADM3-25604234B55917084,no_station,ADM3,KEN,KE0402291143,KE040229
543,Leshau/pondo Ward,KEN-ADM3-25604234B94616340,no_station,ADM3,KEN,KE0180930462,KE018093
544,Lopur Ward,KEN-ADM3-25604234B66604593,no_station,ADM3,KEN,KE0231240618,KE023124
545,Letea Ward,KEN-ADM3-25604234B25828177,no_station,ADM3,KEN,KE0231240619,KE023124
546,Songot Ward,KEN-ADM3-25604234B22826876,no_station,ADM3,KEN,KE0231240620,KE023124
547,Mugumo-ini Ward,KEN-ADM3-25604234B4031436,no_station,ADM3,KEN,KE0211100547,KE021110
548,Kihumbu-ini Ward,KEN-ADM3-25604234B34390613,no_station,ADM3,KEN,KE0211100548,KE021110
549,Gatanga Ward,KEN-ADM3-25604234B80827781,no_station,ADM3,KEN,KE0211100549,KE021110
550,Kariara Ward,KEN-ADM3-25604234B73435120,no_station,ADM3,KEN,KE0211100550,KE021110
551,Moi's Bridge Ward,KEN-ADM3-25604234B200248,no_station,ADM3,KEN,KE0271410701,KE027141
552,Masalani Ward,KEN-ADM3-25604234B22178765,no_station,ADM3,KEN,KE0070320160,KE007032
553,Kapkures Ward,KEN-ADM3-25604234B30239852,no_station,ADM3,KEN,KE0271410702,KE027141
554,Ziwa Ward,KEN-ADM3-25604234B68125470,no_station,ADM3,KEN,KE0271410703,KE027141
555,Soy Ward,KEN-ADM3-25604234B6692790,no_station,ADM3,KEN,KE0271410706,KE027141
556,Kuinet/kapsuswa Ward,KEN-ADM3-25604234B16462985,no_station,ADM3,KEN,KE0271410707,KE027141
557,Ngenyilel Ward,KEN-ADM3-25604234B9131961,no_station,ADM3,KEN,KE0271420708,KE027142
558,Tapsagoi Ward,KEN-ADM3-25604234B2307366,no_station,ADM3,KEN,KE0271420709,KE027142
559,Kamagut Ward,KEN-ADM3-25604234B6216362,no_station,ADM3,KEN,KE0271420710,KE027142
560,Kiplombe Ward,KEN-ADM3-25604234B34815854,no_station,ADM3,KEN,KE0271420711,KE027142
561,Kapsaos Ward,KEN-ADM3-25604234B71705386,no_station,ADM3,KEN,KE0271420712,KE027142
562,Huruma Ward,KEN-ADM3-25604234B37697235,no_station,ADM3,KEN,KE0271420713,KE027142
563,Gurar Ward,KEN-ADM3-25604234B79488073,no_station,ADM3,KEN,KE0080330161,KE008033
564,Waita Ward,KEN-ADM3-25604234B49853853,no_station,ADM3,KEN,KE0150690345,KE015069
565,Mutongoni Ward,KEN-ADM3-25604234B49445095,no_station,ADM3,KEN,KE0150700346,KE015070
566,Kauwi Ward,KEN-ADM3-25604234B89880103,no_station,ADM3,KEN,KE0150700347,KE015070
567,Matinyani Ward,KEN-ADM3-25604234B68675529,no_station,ADM3,KEN,KE0150700348,KE015070
568,Kwamutonga/kithumula Ward,KEN-ADM3-25604234B5164619,no_station,ADM3,KEN,KE0150700349,KE015070
569,Karatina town Ward,KEN-ADM3-25604234B66381825,no_station,ADM3,KEN,KE0190960482,KE019096
570,Mahiga Ward,KEN-ADM3-25604234B63992102,no_station,ADM3,KEN,KE0190970483,KE019097
571,Voo/kyamatu Ward,KEN-ADM3-25604234B28070558,no_station,ADM3,KEN,KE0150730362,KE015073
572,Endau/malalani Ward,KEN-ADM3-25604234B87503388,no_station,ADM3,KEN,KE0150730363,KE015073
573,Mutitu/kaliku Ward,KEN-ADM3-25604234B85638321,no_station,ADM3,KEN,KE0150730364,KE015073
574,Ikanga/kyatune Ward,KEN-ADM3-25604234B33382152,no_station,ADM3,KEN,KE0150740365,KE015074
575,Emali/Mulala Ward,KEN-ADM3-25604234B58403161,no_station,ADM3,KEN,KE0170870436,KE017087
576,Masongaleni Ward,KEN-ADM3-25604234B92778892,no_station,ADM3,KEN,KE0170880437,KE017088
577,Mtito Andei Ward,KEN-ADM3-25604234B80348416,no_station,ADM3,KEN,KE0170880438,KE017088
578,Thange Ward,KEN-ADM3-25604234B14239340,no_station,ADM3,KEN,KE0170880439,KE017088
579,Ivingoni/Nzambani Ward,KEN-ADM3-25604234B8101997,no_station,ADM3,KEN,KE0170880440,KE017088
580,Engineer Ward,KEN-ADM3-25604234B61149552,no_station,ADM3,KEN,KE0180890441,KE018089
581,Gathara Ward,KEN-ADM3-25604234B9359340,no_station,ADM3,KEN,KE0180890442,KE018089
582,North kinangop Ward,KEN-ADM3-25604234B24948064,no_station,ADM3,KEN,KE0180890443,KE018089
583,Murungaru Ward,KEN-ADM3-25604234B85526038,no_station,ADM3,KEN,KE0180890444,KE018089
584,Wanjohi Ward,KEN-ADM3-25604234B10190368,no_station,ADM3,KEN,KE0180900449,KE018090
585,Kipipiri Ward,KEN-ADM3-25604234B11907850,no_station,ADM3,KEN,KE0180900450,KE018090
586,Mutira Ward,KEN-ADM3-25604234B17371081,no_station,ADM3,KEN,KE0201030512,KE020103
587,Kanyekini Ward,KEN-ADM3-25604234B7421737,no_station,ADM3,KEN,KE0201030513,KE020103
588,Kerugoya Ward,KEN-ADM3-25604234B47406002,no_station,ADM3,KEN,KE0201030514,KE020103
589,Inoi Ward,KEN-ADM3-25604234B39969239,no_station,ADM3,KEN,KE0201030515,KE020103
590,Kerio Delta Ward,KEN-ADM3-25604234B33085305,no_station,ADM3,KEN,KE0231250624,KE023125
591,KANG'ATOTHA Ward,KEN-ADM3-25604234B25398516,no_station,ADM3,KEN,KE0231250625,KE023125
592,Kalokol Ward,KEN-ADM3-25604234B29203399,no_station,ADM3,KEN,KE0231250626,KE023125
593,Mathare North Ward,KEN-ADM3-25604234B51884981,no_station,ADM3,KEN,KE0472901448,KE047290
594,Marachi Central Ward,KEN-ADM3-25604234B5750505,no_station,ADM3,KEN,KE0402291144,KE040229
595,Bunyala Central Ward,KEN-ADM3-25604234B35149741,no_station,ADM3,KEN,KE0402311152,KE040231
596,Imara Daima Ward,KEN-ADM3-25604234B91971421,no_station,ADM3,KEN,KE0472821406,KE047282
597,Tembelio Ward,KEN-ADM3-25604234B46753817,no_station,ADM3,KEN,KE0271430714,KE027143
598,Sergoit Ward,KEN-ADM3-25604234B95192161,no_station,ADM3,KEN,KE0271430715,KE027143
599,Karuna/meibeki Ward,KEN-ADM3-25604234B6493516,no_station,ADM3,KEN,KE0271430716,KE027143
600,Moiben Ward,KEN-ADM3-25604234B64032532,no_station,ADM3,KEN,KE0271430717,KE027143
601,Kimumu Ward,KEN-ADM3-25604234B96952061,no_station,ADM3,KEN,KE0271430718,KE027143
602,Kapsoya Ward,KEN-ADM3-25604234B79317854,no_station,ADM3,KEN,KE0271440719,KE027144
603,Kaptagat Ward,KEN-ADM3-25604234B63780106,no_station,ADM3,KEN,KE0271440720,KE027144
604,Ainabkoi/olare Ward,KEN-ADM3-25604234B82561628,no_station,ADM3,KEN,KE0271440721,KE027144
605,Simat/ Kapseret Ward,KEN-ADM3-25604234B25985771,no_station,ADM3,KEN,KE0271450722,KE027145
606,Kipkenyo Ward,KEN-ADM3-25604234B32026790,no_station,ADM3,KEN,KE0271450723,KE027145
607,Bunyala North Ward,KEN-ADM3-25604234B55836803,G5195,ADM3,KEN,KE0402311153,KE040231
608,Bunyala West Ward,KEN-ADM3-25604234B96694916,G5195,ADM3,KEN,KE0402311154,KE040231
609,Bunyala South Ward,KEN-ADM3-25604234B31845886,G5195,ADM3,KEN,KE0402311155,KE040231
610,Mariashoni Ward,KEN-ADM3-25604234B83218779,no_station,ADM3,KEN,KE0321660826,KE032166
611,Turi Ward,KEN-ADM3-25604234B90474820,no_station,ADM3,KEN,KE0321660828,KE032166
612,Molo Ward,KEN-ADM3-25604234B5506054,no_station,ADM3,KEN,KE0321660829,KE032166
613,Mau Narok Ward,KEN-ADM3-25604234B35902724,no_station,ADM3,KEN,KE0321670830,KE032167
614,Mauche Ward,KEN-ADM3-25604234B57917373,no_station,ADM3,KEN,KE0321670831,KE032167
615,Kihingo Ward,KEN-ADM3-25604234B24633213,no_station,ADM3,KEN,KE0321670832,KE032167
616,Nessuit Ward,KEN-ADM3-25604234B77954323,no_station,ADM3,KEN,KE0321670833,KE032167
617,Lare Ward,KEN-ADM3-25604234B55724545,no_station,ADM3,KEN,KE0321670834,KE032167
618,Kilgoris Central  Ward,KEN-ADM3-25604234B69145236,no_station,ADM3,KEN,KE0331770881,KE033177
619,Lake View Ward,KEN-ADM3-25604234B40974053,no_station,ADM3,KEN,KE0321680838,KE032168
620,Mai Mahiu Ward,KEN-ADM3-25604234B1314240,no_station,ADM3,KEN,KE0321680839,KE032168
621,Maeilla Ward,KEN-ADM3-25604234B34780405,no_station,ADM3,KEN,KE0321680840,KE032168
622,Olkaria Ward,KEN-ADM3-25604234B49764835,no_station,ADM3,KEN,KE0321680841,KE032168
623,Naivasha East Ward,KEN-ADM3-25604234B59797884,no_station,ADM3,KEN,KE0321680842,KE032168
624,Viwandani Ward,KEN-ADM3-25604234B32259733,no_station,ADM3,KEN,KE0321680843,KE032168
625,Gilgil Ward,KEN-ADM3-25604234B20231405,no_station,ADM3,KEN,KE0321690844,KE032169
626,Elementaita Ward,KEN-ADM3-25604234B10695752,no_station,ADM3,KEN,KE0321690845,KE032169
627,Mbaruk/eburu Ward,KEN-ADM3-25604234B34323610,no_station,ADM3,KEN,KE0321690846,KE032169
628,Malewa West Ward,KEN-ADM3-25604234B23666053,no_station,ADM3,KEN,KE0321690847,KE032169
629,Murindat Ward,KEN-ADM3-25604234B18225335,no_station,ADM3,KEN,KE0321690848,KE032169
630,Kibish Ward,KEN-ADM3-25604234B15139788,no_station,ADM3,KEN,KE0231230615,KE023123
631,Lokichoggio Ward,KEN-ADM3-25604234B92501691,no_station,ADM3,KEN,KE0231240622,KE023124
632,Turkwel Ward,KEN-ADM3-25604234B41413778,no_station,ADM3,KEN,KE0231260630,KE023126
633,Lokiriama/Lorengippi Ward,KEN-ADM3-25604234B70191845,no_station,ADM3,KEN,KE0231260632,KE023126
634,Kaputir Ward,KEN-ADM3-25604234B49417273,no_station,ADM3,KEN,KE0231270633,KE023127
635,Lobokat Ward,KEN-ADM3-25604234B77690655,no_station,ADM3,KEN,KE0231270635,KE023127
636,Kalapata Ward,KEN-ADM3-25604234B67918245,no_station,ADM3,KEN,KE0231270636,KE023127
637,Kapenguria Ward,KEN-ADM3-25604234B97605753,no_station,ADM3,KEN,KE0241290642,KE024129
638,Mnagei Ward,KEN-ADM3-25604234B10847844,no_station,ADM3,KEN,KE0241290643,KE024129
639,Siyoi Ward,KEN-ADM3-25604234B38563918,no_station,ADM3,KEN,KE0241290644,KE024129
640,Endugh Ward,KEN-ADM3-25604234B90152737,no_station,ADM3,KEN,KE0241290645,KE024129
641,Sook Ward,KEN-ADM3-25604234B24882208,no_station,ADM3,KEN,KE0241290646,KE024129
642,Sekerr Ward,KEN-ADM3-25604234B8946347,no_station,ADM3,KEN,KE0241300647,KE024130
643,Masool Ward,KEN-ADM3-25604234B47057530,no_station,ADM3,KEN,KE0241300648,KE024130
644,Danaba Ward,KEN-ADM3-25604234B35468146,no_station,ADM3,KEN,KE0080330166,KE008033
645,Lomut Ward,KEN-ADM3-25604234B512838,no_station,ADM3,KEN,KE0241300649,KE024130
646,Wei wei Ward,KEN-ADM3-25604234B82959358,no_station,ADM3,KEN,KE0241300650,KE024130
647,Olorropil Ward,KEN-ADM3-25604234B5565356,no_station,ADM3,KEN,KE0331790895,KE033179
648,Melili Ward,KEN-ADM3-25604234B85331889,no_station,ADM3,KEN,KE0331790896,KE033179
649,Mosiro Ward,KEN-ADM3-25604234B824656,no_station,ADM3,KEN,KE0331800897,KE033180
650,Ildamat Ward,KEN-ADM3-25604234B80772311,no_station,ADM3,KEN,KE0331800898,KE033180
651,Keekonyokie Ward,KEN-ADM3-25604234B9747393,no_station,ADM3,KEN,KE0331800899,KE033180
652,Suswa Ward,KEN-ADM3-25604234B89798984,no_station,ADM3,KEN,KE0331800900,KE033180
653,Maji Moto/naroosura Ward,KEN-ADM3-25604234B35283291,no_station,ADM3,KEN,KE0331810901,KE033181
654,Ololulung'a Ward,KEN-ADM3-25604234B34299662,no_station,ADM3,KEN,KE0331810902,KE033181
655,Melelo Ward,KEN-ADM3-25604234B64784005,no_station,ADM3,KEN,KE0331810903,KE033181
656,Loita Ward,KEN-ADM3-25604234B18112788,no_station,ADM3,KEN,KE0331810904,KE033181
657,Sogoo Ward,KEN-ADM3-25604234B72003974,no_station,ADM3,KEN,KE0331810905,KE033181
658,Sagamian Ward,KEN-ADM3-25604234B99215469,no_station,ADM3,KEN,KE0331810906,KE033181
659,Ilmotiook Ward,KEN-ADM3-25604234B84915161,no_station,ADM3,KEN,KE0331820907,KE033182
660,Mara Ward,KEN-ADM3-25604234B45611144,no_station,ADM3,KEN,KE0331820908,KE033182
661,Siana Ward,KEN-ADM3-25604234B72118895,no_station,ADM3,KEN,KE0331820909,KE033182
662,Loosuk Ward,KEN-ADM3-25604234B22251465,no_station,ADM3,KEN,KE0251330664,KE025133
663,Porro Ward,KEN-ADM3-25604234B8756434,no_station,ADM3,KEN,KE0251330665,KE025133
664,El-barta Ward,KEN-ADM3-25604234B31926096,no_station,ADM3,KEN,KE0251340666,KE025134
665,Nachola Ward,KEN-ADM3-25604234B13405091,no_station,ADM3,KEN,KE0251340667,KE025134
666,Ndoto Ward,KEN-ADM3-25604234B68532290,no_station,ADM3,KEN,KE0251340668,KE025134
667,Nyiro Ward,KEN-ADM3-25604234B10152833,no_station,ADM3,KEN,KE0251340669,KE025134
668,Angata nayokie Ward,KEN-ADM3-25604234B51118836,no_station,ADM3,KEN,KE0251340670,KE025134
669,Baawa Ward,KEN-ADM3-25604234B9129961,no_station,ADM3,KEN,KE0251340671,KE025134
670,Waso Ward,KEN-ADM3-25604234B28224660,no_station,ADM3,KEN,KE0251350672,KE025135
671,Wamba west Ward,KEN-ADM3-25604234B92870283,no_station,ADM3,KEN,KE0251350673,KE025135
672,Wamba east Ward,KEN-ADM3-25604234B44802439,no_station,ADM3,KEN,KE0251350674,KE025135
673,Wamba north Ward,KEN-ADM3-25604234B18398768,no_station,ADM3,KEN,KE0251350675,KE025135
674,Kapomboi Ward,KEN-ADM3-25604234B6898666,no_station,ADM3,KEN,KE0261360676,KE026136
675,Kwanza Ward,KEN-ADM3-25604234B4735932,no_station,ADM3,KEN,KE0261360677,KE026136
676,Mwawesa Ward,KEN-ADM3-25604234B84094271,no_station,ADM3,KEN,KE0030140067,KE003014
677,Chepchoina Ward,KEN-ADM3-25604234B40413544,no_station,ADM3,KEN,KE0261370680,KE026137
678,Endebess Ward,KEN-ADM3-25604234B68298238,no_station,ADM3,KEN,KE0261370681,KE026137
679,Matumbei Ward,KEN-ADM3-25604234B56412966,no_station,ADM3,KEN,KE0261370682,KE026137
680,Kinyoro Ward,KEN-ADM3-25604234B58663221,no_station,ADM3,KEN,KE0261380683,KE026138
681,Matisi Ward,KEN-ADM3-25604234B52658297,no_station,ADM3,KEN,KE0261380684,KE026138
682,Mjambere Ward,KEN-ADM3-25604234B85151895,no_station,ADM3,KEN,KE0010030009,KE001003
683,Naikarra Ward,KEN-ADM3-25604234B92376639,no_station,ADM3,KEN,KE0331820910,KE033182
684,Githiga Ward,KEN-ADM3-25604234B64410142,no_station,ADM3,KEN,KE0221160578,KE022116
685,Ikinu Ward,KEN-ADM3-25604234B14119290,no_station,ADM3,KEN,KE0221160579,KE022116
686,Ngewa Ward,KEN-ADM3-25604234B3163613,no_station,ADM3,KEN,KE0221160580,KE022116
687,Komothai Ward,KEN-ADM3-25604234B33198714,no_station,ADM3,KEN,KE0221160581,KE022116
688,Ting'ang'a Ward,KEN-ADM3-25604234B39525289,no_station,ADM3,KEN,KE0221170582,KE022117
689,Ndumberi Ward,KEN-ADM3-25604234B99147848,no_station,ADM3,KEN,KE0221170583,KE022117
690,Riabai Ward,KEN-ADM3-25604234B87217339,no_station,ADM3,KEN,KE0221170584,KE022117
691,Kiambu Township Ward,KEN-ADM3-25604234B20104211,no_station,ADM3,KEN,KE0221170585,KE022117
692,Cianda Ward,KEN-ADM3-25604234B26390038,no_station,ADM3,KEN,KE0221180586,KE022118
693,Karuri Ward,KEN-ADM3-25604234B37651547,no_station,ADM3,KEN,KE0221180587,KE022118
694,Ndenderu Ward,KEN-ADM3-25604234B91139500,no_station,ADM3,KEN,KE0221180588,KE022118
695,Muchatha Ward,KEN-ADM3-25604234B24501410,no_station,ADM3,KEN,KE0221180589,KE022118
696,Kihara Ward,KEN-ADM3-25604234B41888640,no_station,ADM3,KEN,KE0221180590,KE022118
697,Kiptororo Ward,KEN-ADM3-25604234B57998977,no_station,ADM3,KEN,KE0321710853,KE032171
698,Nyota Ward,KEN-ADM3-25604234B43886285,no_station,ADM3,KEN,KE0321710854,KE032171
699,Sirikwa Ward,KEN-ADM3-25604234B92737090,no_station,ADM3,KEN,KE0321710855,KE032171
700,Gitaru,KEN-ADM3-25604234B19728830,no_station,ADM3,KEN,KE0221190591,KE022119
701,Muguga,KEN-ADM3-25604234B71192686,no_station,ADM3,KEN,KE0221190592,KE022119
702,Nyadhuna Ward,KEN-ADM3-25604234B87598507,no_station,ADM3,KEN,KE0221190593,KE022119
703,Kabete Ward,KEN-ADM3-25604234B40261340,no_station,ADM3,KEN,KE0221190594,KE022119
704,Kiminini Ward,KEN-ADM3-25604234B70395487,no_station,ADM3,KEN,KE0261390688,KE026139
705,Waitaluk Ward,KEN-ADM3-25604234B34739536,no_station,ADM3,KEN,KE0261390689,KE026139
706,Sirende Ward,KEN-ADM3-25604234B84072157,no_station,ADM3,KEN,KE0261390690,KE026139
707,Subukia Ward,KEN-ADM3-25604234B20794103,no_station,ADM3,KEN,KE0321720857,KE032172
708,Ibrahim ure Ward,KEN-ADM3-25604234B6203613,no_station,ADM3,KEN,KE0080380189,KE008038
709,Menengai West Ward,KEN-ADM3-25604234B14252166,no_station,ADM3,KEN,KE0321730860,KE032173
710,Kinale Ward,KEN-ADM3-25604234B71858214,no_station,ADM3,KEN,KE0221220606,KE022122
711,Nyanduma Ward,KEN-ADM3-25604234B59187440,no_station,ADM3,KEN,KE0221220608,KE022122
712,Kamburu Ward,KEN-ADM3-25604234B9776106,no_station,ADM3,KEN,KE0221220609,KE022122
713,Lari/kirenga Ward,KEN-ADM3-25604234B96986538,no_station,ADM3,KEN,KE0221220610,KE022122
714,Kiamwangi Ward,KEN-ADM3-25604234B35595378,no_station,ADM3,KEN,KE0221110551,KE022111
715,Kiganjo Ward,KEN-ADM3-25604234B53181212,no_station,ADM3,KEN,KE0221110552,KE022111
716,Ndarugu Ward,KEN-ADM3-25604234B70264755,no_station,ADM3,KEN,KE0221110553,KE022111
717,Ngenda Ward,KEN-ADM3-25604234B57294897,no_station,ADM3,KEN,KE0221110554,KE022111
718,Gituamba Ward,KEN-ADM3-25604234B81949517,no_station,ADM3,KEN,KE0221120555,KE022112
719,Githobokoni Ward,KEN-ADM3-25604234B3680262,no_station,ADM3,KEN,KE0221120556,KE022112
720,Chania Ward,KEN-ADM3-25604234B41558378,no_station,ADM3,KEN,KE0221120557,KE022112
721,Mang'u Ward,KEN-ADM3-25604234B78175129,no_station,ADM3,KEN,KE0221120558,KE022112
722,Murera Ward,KEN-ADM3-25604234B69875975,no_station,ADM3,KEN,KE0221130559,KE022113
723,Theta Ward,KEN-ADM3-25604234B95063477,no_station,ADM3,KEN,KE0221130560,KE022113
724,Visoi Ward,KEN-ADM3-25604234B80739324,no_station,ADM3,KEN,KE0321730862,KE032173
725,Juja Ward,KEN-ADM3-25604234B87705238,no_station,ADM3,KEN,KE0221130561,KE022113
726,Witeithie Ward,KEN-ADM3-25604234B83835119,no_station,ADM3,KEN,KE0221130562,KE022113
727,Kalimoni Ward,KEN-ADM3-25604234B96510949,no_station,ADM3,KEN,KE0221130563,KE022113
728,Thika Township Ward,KEN-ADM3-25604234B73725025,no_station,ADM3,KEN,KE0221140564,KE022114
729,Kamenu Ward,KEN-ADM3-25604234B75011019,no_station,ADM3,KEN,KE0221140565,KE022114
730,Hospital Ward,KEN-ADM3-25604234B97244174,no_station,ADM3,KEN,KE0221140566,KE022114
731,Dundori Ward,KEN-ADM3-25604234B45193834,no_station,ADM3,KEN,KE0321740865,KE032174
732,Rurumaward,KEN-ADM3-25604234B17994884,no_station,ADM3,KEN,KE0030140068,KE003014
733,Makutano Ward,KEN-ADM3-25604234B48850863,no_station,ADM3,KEN,KE0261400695,KE026140
734,Kaplamai Ward,KEN-ADM3-25604234B13326055,no_station,ADM3,KEN,KE0261400696,KE026140
735,Motosiet Ward,KEN-ADM3-25604234B37769074,no_station,ADM3,KEN,KE0261400697,KE026140
736,Cherangany/suwerwa Ward,KEN-ADM3-25604234B10630771,no_station,ADM3,KEN,KE0261400698,KE026140
737,Chepsiro/kiptoror Ward,KEN-ADM3-25604234B11557587,no_station,ADM3,KEN,KE0261400699,KE026140
738,Magogoni Ward,KEN-ADM3-25604234B8617482,no_station,ADM3,KEN,KE0010030014,KE001003
739,North Uyoma Ward,KEN-ADM3-25604234B7881012,no_station,ADM3,KEN,KE0412371183,KE041237
740,South Uyoma Ward,KEN-ADM3-25604234B93927542,no_station,ADM3,KEN,KE0412371184,KE041237
741,West Uyoma Ward,KEN-ADM3-25604234B25767377,no_station,ADM3,KEN,KE0412371185,KE041237
742,Ukunda Ward,KEN-ADM3-25604234B26184190,no_station,ADM3,KEN,KE0020070032,KE002007
743,Kinondo Ward,KEN-ADM3-25604234B5606871,no_station,ADM3,KEN,KE0020070033,KE002007
744,Ramisi Ward,KEN-ADM3-25604234B46173021,no_station,ADM3,KEN,KE0020070034,KE002007
745,Pongwe Kikoneni Ward,KEN-ADM3-25604234B15422020,no_station,ADM3,KEN,KE0020080035,KE002008
746,Dzombo Ward,KEN-ADM3-25604234B81575671,no_station,ADM3,KEN,KE0020080036,KE002008
747,Mwereni Ward,KEN-ADM3-25604234B47854405,no_station,ADM3,KEN,KE0020080037,KE002008
748,Vanga Ward,KEN-ADM3-25604234B94664558,G5142,ADM3,KEN,KE0020080038,KE002008
749,Kabatini Ward,KEN-ADM3-25604234B4507553,no_station,ADM3,KEN,KE0321740866,KE032174
750,Tsimba Golini Ward,KEN-ADM3-25604234B38197629,no_station,ADM3,KEN,KE0020090039,KE002009
751,Waa Ngombeni Ward,KEN-ADM3-25604234B20179550,no_station,ADM3,KEN,KE0020090040,KE002009
752,Kamara Ward,KEN-ADM3-25604234B98557854,no_station,ADM3,KEN,KE0321710856,KE032171
753,Tiwi Ward,KEN-ADM3-25604234B68027995,no_station,ADM3,KEN,KE0020090041,KE002009
754,Kubo South Ward,KEN-ADM3-25604234B88904369,no_station,ADM3,KEN,KE0020090042,KE002009
755,Waseges Ward,KEN-ADM3-25604234B38815359,no_station,ADM3,KEN,KE0321720858,KE032172
756,Kabazi Ward,KEN-ADM3-25604234B79383387,no_station,ADM3,KEN,KE0321720859,KE032172
757,Kapyego Ward,KEN-ADM3-25604234B99956343,no_station,ADM3,KEN,KE0281470731,KE028147
758,Sambirir Ward,KEN-ADM3-25604234B40377289,no_station,ADM3,KEN,KE0281470732,KE028147
759,Mkongani Ward,KEN-ADM3-25604234B34325204,no_station,ADM3,KEN,KE0020090043,KE002009
760,Ndavaya Ward,KEN-ADM3-25604234B66459799,no_station,ADM3,KEN,KE0020100044,KE002010
761,Puma Ward,KEN-ADM3-25604234B67332956,no_station,ADM3,KEN,KE0020100045,KE002010
762,Kinango Ward,KEN-ADM3-25604234B2051403,no_station,ADM3,KEN,KE0020100046,KE002010
763,Mackinon Road Ward,KEN-ADM3-25604234B85576910,no_station,ADM3,KEN,KE0020100047,KE002010
764,Chengoni/samburu Ward,KEN-ADM3-25604234B55355651,no_station,ADM3,KEN,KE0020100048,KE002010
765,Mwavumbo Ward,KEN-ADM3-25604234B21496017,no_station,ADM3,KEN,KE0020100049,KE002010
766,Kiamaina Ward,KEN-ADM3-25604234B57915572,no_station,ADM3,KEN,KE0321740867,KE032174
767,Kasemeni Ward,KEN-ADM3-25604234B74204313,no_station,ADM3,KEN,KE0020100050,KE002010
768,Gatuanyaga Ward,KEN-ADM3-25604234B30071969,no_station,ADM3,KEN,KE0221140567,KE022114
769,Ngoliba Ward,KEN-ADM3-25604234B35326081,no_station,ADM3,KEN,KE0221140568,KE022114
770,Gitothua,KEN-ADM3-25604234B78360220,no_station,ADM3,KEN,KE0221150569,KE022115
771,Mahoo Ward,KEN-ADM3-25604234B1674439,no_station,ADM3,KEN,KE0060230112,KE006023
