placeCode,ADM2_PCODE,name,PROVINCE,glofasStation
ZM060608704,ZM0606,Nakonde,Muchiga,no_station
ZM100614802,ZM1006,Sesheke,Western,G1361
ZM050307104,ZM0503,Luangwa,Lusaka,G1353
ZM050307110,ZM0503,Luangwa,Lusaka,G1353
ZM050407504,ZM0504,Lusaka,Lusaka,G1351
ZM050407813,ZM0504,Lusaka,Lusaka,G1351
ZM050408026,ZM0504,Lusaka,Lusaka,G1351
ZM050408130,ZM0504,Lusaka,Lusaka,G1351
ZM010601315,ZM0106,Serenje,Central,no_station
ZM050107308,ZM0501,Chongwe,Lusaka,G1353
ZM100514611,ZM1005,Senanga,Western,G1361
ZM050207004,ZM0502,Kafue,Lusaka,G1352
ZM100113502,ZM1001,Kalabo,Western,G1328
ZM100113408,ZM1001,Kalabo,Western,G1328
ZM060208419,ZM0602,Chinsali,Muchiga,G1269
ZM100213706,ZM1002,Kaoma,Western,G1319
ZM050107413,ZM0501,Chongwe,Lusaka,G1353
ZM010200414,ZM0102,Kabwe,Central,G1344
ZM010200517,ZM0102,Kabwe,Central,G1344
ZM010200523,ZM0102,Kabwe,Central,G1344
ZM010500919,ZM0105,Mumbwa,Central,G1329
ZM100314012,ZM1003,Lukulu,Western,G1328
ZM060501013,ZM0605,Mpika,Muchiga,no_station
ZM021003316,ZM0210,Ndola,Copperbelt,G1312
ZM100614805,ZM1006,Sesheke,Western,G1361
ZM050307115,ZM0503,Luangwa,Lusaka,G1353
ZM050407815,ZM0504,Lusaka,Lusaka,G1351
ZM050407502,ZM0504,Lusaka,Lusaka,G1351
ZM050407919,ZM0504,Lusaka,Lusaka,G1351
ZM010601421,ZM0106,Serenje,Central,no_station
ZM050107306,ZM0501,Chongwe,Lusaka,G1353
ZM100213707,ZM1002,Kaoma,Western,G1319
ZM050207011,ZM0502,Kafue,Lusaka,G1352
ZM100113416,ZM1001,Kalabo,Western,G1328
ZM100113505,ZM1001,Kalabo,Western,G1328
ZM100113414,ZM1001,Kalabo,Western,G1328
ZM060208418,ZM0602,Chinsali,Muchiga,G1269
ZM100213921,ZM1002,Kaoma,Western,G1319
ZM010200402,ZM0102,Kabwe,Central,G1344
ZM010200521,ZM0102,Kabwe,Central,G1344
ZM010200520,ZM0102,Kabwe,Central,G1344
ZM100314003,ZM1003,Lukulu,Western,G1328
ZM100314010,ZM1003,Lukulu,Western,G1328
ZM010300614,ZM0103,Kapiri Mposhi,Central,G1312
ZM100615018,ZM1006,Sesheke,Western,G1361
ZM050407607,ZM0504,Lusaka,Lusaka,G1351
ZM050408133,ZM0504,Lusaka,Lusaka,G1351
ZM010601422,ZM0106,Serenje,Central,no_station
ZM050107301,ZM0501,Chongwe,Lusaka,G1353
ZM100213705,ZM1002,Kaoma,Western,G1319
ZM050207002,ZM0502,Kafue,Lusaka,G1352
ZM050207005,ZM0502,Kafue,Lusaka,G1352
ZM100113507,ZM1001,Kalabo,Western,G1328
ZM060208415,ZM0602,Chinsali,Muchiga,G1269
ZM060208416,ZM0602,Chinsali,Muchiga,G1269
ZM100213917,ZM1002,Kaoma,Western,G1319
ZM050107416,ZM0501,Chongwe,Lusaka,G1353
ZM010200412,ZM0102,Kabwe,Central,G1344
ZM010200526,ZM0102,Kabwe,Central,G1344
ZM010200406,ZM0102,Kabwe,Central,G1344
ZM100314002,ZM1003,Lukulu,Western,G1328
ZM021003608,ZM0210,Ndola,Copperbelt,G1312
ZM100514612,ZM1005,Senanga,Western,G1361
ZM100514617,ZM1005,Senanga,Western,G1361
ZM050207010,ZM0502,Kafue,Lusaka,G1352
ZM100113409,ZM1001,Kalabo,Western,G1328
ZM060208413,ZM0602,Chinsali,Muchiga,G1269
ZM100213918,ZM1002,Kaoma,Western,G1319
ZM050107415,ZM0501,Chongwe,Lusaka,G1353
ZM010200415,ZM0102,Kabwe,Central,G1344
ZM010200410,ZM0102,Kabwe,Central,G1344
ZM010500918,ZM0105,Mumbwa,Central,G1329
ZM100314005,ZM1003,Lukulu,Western,G1328
ZM010300611,ZM0103,Kapiri Mposhi,Central,G1312
ZM010300612,ZM0103,Kapiri Mposhi,Central,G1312
ZM010601309,ZM0106,Serenje,Central,no_station
ZM100314114,ZM1003,Lukulu,Western,G1328
ZM090313011,ZM0903,Itezhi Tezhi,Central,G1352
ZM100414205,ZM1004,Mongu,Western,G1328
ZM100514609,ZM1005,Senanga,Western,G1361
ZM050207008,ZM0502,Kafue,Lusaka,G1352
ZM100113410,ZM1001,Kalabo,Western,G1328
ZM060208422,ZM0602,Chinsali,Muchiga,G1269
ZM060208417,ZM0602,Chinsali,Muchiga,G1269
ZM100213922,ZM1002,Kaoma,Western,G1319
ZM050107414,ZM0501,Chongwe,Lusaka,G1353
ZM010200518,ZM0102,Kabwe,Central,G1344
ZM010200524,ZM0102,Kabwe,Central,G1344
ZM010200409,ZM0102,Kabwe,Central,G1344
ZM010500921,ZM0105,Mumbwa,Central,G1329
ZM100314007,ZM1003,Lukulu,Western,G1328
ZM010300606,ZM0103,Kapiri Mposhi,Central,G1312
ZM010601203,ZM0106,Serenje,Central,no_station
ZM100314119,ZM1003,Lukulu,Western,G1328
ZM090313003,ZM0903,Itezhi Tezhi,Central,G1352
ZM100414202,ZM1004,Mongu,Western,G1328
ZM100414201,ZM1004,Mongu,Western,G1328
ZM060104015,ZM0601,Chama,Muchiga,G1340
ZM021003607,ZM0210,Ndola,Copperbelt,G1312
ZM100213702,ZM1002,Kaoma,Western,G1319
ZM050107417,ZM0501,Chongwe,Lusaka,G1353
ZM010200413,ZM0102,Kabwe,Central,G1344
ZM010200527,ZM0102,Kabwe,Central,G1344
ZM010500920,ZM0105,Mumbwa,Central,G1329
ZM100314009,ZM1003,Lukulu,Western,G1328
ZM100314011,ZM1003,Lukulu,Western,G1328
ZM010300613,ZM0103,Kapiri Mposhi,Central,G1312
ZM010601204,ZM0106,Serenje,Central,no_station
ZM100314117,ZM1003,Lukulu,Western,G1328
ZM090913101,ZM0909,Namwala,Southern,G1352
ZM090313010,ZM0903,Itezhi Tezhi,Central,G1352
ZM100414206,ZM1004,Mongu,Western,G1328
ZM060104018,ZM0601,Chama,Muchiga,G1340
ZM060103909,ZM0601,Chama,Muchiga,G1340
ZM010501008,ZM0105,Mumbwa,Central,G1329
ZM010501115,ZM0105,Mumbwa,Central,G1329
ZM060308609,ZM0603,Isoka,Muchiga,no_station
ZM010200401,ZM0102,Kabwe,Central,G1344
ZM010200403,ZM0102,Kabwe,Central,G1344
ZM010200525,ZM0102,Kabwe,Central,G1344
ZM010500922,ZM0105,Mumbwa,Central,G1329
ZM100314013,ZM1003,Lukulu,Western,G1328
ZM010300608,ZM0103,Kapiri Mposhi,Central,G1312
ZM010300610,ZM0103,Kapiri Mposhi,Central,G1312
ZM100314116,ZM1003,Lukulu,Western,G1328
ZM090313007,ZM0903,Itezhi Tezhi,Central,G1352
ZM090313006,ZM0903,Itezhi Tezhi,Central,G1352
ZM060104022,ZM0601,Chama,Muchiga,G1340
ZM060104014,ZM0601,Chama,Muchiga,G1340
ZM010501001,ZM0105,Mumbwa,Central,G1329
ZM010501005,ZM0105,Mumbwa,Central,G1329
ZM010300601,ZM0103,Kapiri Mposhi,Central,G1312
ZM060208309,ZM0602,Chinsali,Muchiga,G1269
ZM010400814,ZM0104,Mkushi,Central,no_station
ZM020703108,ZM0207,Masaiti,Copperbelt,no_station
ZM010200522,ZM0102,Kabwe,Central,G1344
ZM100314004,ZM1003,Lukulu,Western,G1328
ZM010300604,ZM0103,Kapiri Mposhi,Central,G1312
ZM010300609,ZM0103,Kapiri Mposhi,Central,G1312
ZM100314121,ZM1003,Lukulu,Western,G1328
ZM090313002,ZM0903,Itezhi Tezhi,Central,G1352
ZM090313005,ZM0903,Itezhi Tezhi,Central,G1352
ZM060104013,ZM0601,Chama,Muchiga,G1340
ZM060103911,ZM0601,Chama,Muchiga,G1340
ZM060103903,ZM0601,Chama,Muchiga,G1340
ZM010501006,ZM0105,Mumbwa,Central,G1329
ZM060208302,ZM0602,Chinsali,Muchiga,G1269
ZM050207212,ZM0502,Kafue,Lusaka,G1352
ZM091013201,ZM0910,Siavonga,Lusaka,G1352
ZM010400704,ZM0104,Mkushi,Central,no_station
ZM060509921,ZM0605,Mpika,Muchiga,no_station
ZM060509807,ZM0605,Mpika,Muchiga,no_station
ZM100314008,ZM1003,Lukulu,Western,G1328
ZM010601207,ZM0106,Serenje,Central,no_station
ZM010601311,ZM0106,Serenje,Central,no_station
ZM100314115,ZM1003,Lukulu,Western,G1328
ZM090313013,ZM0903,Itezhi Tezhi,Central,G1352
ZM100414208,ZM1004,Mongu,Western,G1328
ZM060104019,ZM0601,Chama,Muchiga,G1340
ZM060103905,ZM0601,Chama,Muchiga,G1340
ZM010501110,ZM0105,Mumbwa,Central,G1329
ZM100213815,ZM1002,Kaoma,Western,G1319
ZM060208307,ZM0602,Chinsali,Muchiga,G1269
ZM010400816,ZM0104,Mkushi,Central,no_station
ZM010400702,ZM0104,Mkushi,Central,no_station
ZM060509809,ZM0605,Mpika,Muchiga,no_station
ZM060509806,ZM0605,Mpika,Muchiga,no_station
ZM060501018,ZM0605,Mpika,Muchiga,no_station
ZM010300603,ZM0103,Kapiri Mposhi,Central,G1312
ZM010601201,ZM0106,Serenje,Central,no_station
ZM010601310,ZM0106,Serenje,Central,no_station
ZM100314122,ZM1003,Lukulu,Western,G1328
ZM090313012,ZM0903,Itezhi Tezhi,Central,G1352
ZM100414203,ZM1004,Mongu,Western,G1328
ZM060104020,ZM0601,Chama,Muchiga,G1340
ZM010501002,ZM0105,Mumbwa,Central,G1329
ZM010501111,ZM0105,Mumbwa,Central,G1329
ZM100213809,ZM1002,Kaoma,Western,G1319
ZM050207217,ZM0502,Kafue,Lusaka,G1352
ZM050207215,ZM0502,Kafue,Lusaka,G1352
ZM091013204,ZM0910,Siavonga,Lusaka,G1352
ZM010400705,ZM0104,Mkushi,Central,no_station
ZM060308602,ZM0603,Isoka,Muchiga,no_station
ZM020201708,ZM0202,Chingola,Central,G1344
ZM010601206,ZM0106,Serenje,Central,no_station
ZM100314120,ZM1003,Lukulu,Western,G1328
ZM090313009,ZM0903,Itezhi Tezhi,Central,G1352
ZM100414204,ZM1004,Mongu,Western,G1328
ZM030404805,ZM0304,Lundazi,Eastern,G1340
ZM060103912,ZM0601,Chama,Muchiga,G1340
ZM010501003,ZM0105,Mumbwa,Central,G1329
ZM010501113,ZM0105,Mumbwa,Central,G1329
ZM100213811,ZM1002,Kaoma,Western,G1319
ZM060208308,ZM0602,Chinsali,Muchiga,G1269
ZM050207214,ZM0502,Kafue,Lusaka,G1352
ZM091013206,ZM0910,Siavonga,Lusaka,G1352
ZM010400708,ZM0104,Mkushi,Central,no_station
ZM060509920,ZM0605,Mpika,Muchiga,no_station
ZM060509803,ZM0605,Mpika,Muchiga,no_station
ZM020502414,ZM0205,Luanshya,Copperbelt,G1312
ZM010601205,ZM0106,Serenje,Central,no_station
ZM100314118,ZM1003,Lukulu,Western,G1328
ZM010501114,ZM0105,Mumbwa,Central,G1329
ZM090313008,ZM0903,Itezhi Tezhi,Central,G1352
ZM100414207,ZM1004,Mongu,Western,G1328
ZM060104017,ZM0601,Chama,Muchiga,G1340
ZM060103908,ZM0601,Chama,Muchiga,G1340
ZM010501009,ZM0105,Mumbwa,Central,G1329
ZM100213810,ZM1002,Kaoma,Western,G1319
ZM060208311,ZM0602,Chinsali,Muchiga,G1269
ZM060208301,ZM0602,Chinsali,Muchiga,G1269
ZM050207216,ZM0502,Kafue,Lusaka,G1352
ZM091013202,ZM0910,Siavonga,Lusaka,G1352
ZM010400706,ZM0104,Mkushi,Central,no_station
ZM060501016,ZM0605,Mpika,Muchiga,no_station
ZM010601308,ZM0106,Serenje,Central,no_station
ZM090313001,ZM0903,Itezhi Tezhi,Central,G1352
ZM090313004,ZM0903,Itezhi Tezhi,Central,G1352
ZM060103901,ZM0601,Chama,Muchiga,G1340
ZM060104016,ZM0601,Chama,Muchiga,G1340
ZM060103902,ZM0601,Chama,Muchiga,G1340
ZM010501112,ZM0105,Mumbwa,Central,G1329
ZM100213813,ZM1002,Kaoma,Western,G1319
ZM060208306,ZM0602,Chinsali,Muchiga,G1269
ZM050207213,ZM0502,Kafue,Lusaka,G1352
ZM091013205,ZM0910,Siavonga,Lusaka,G1352
ZM010400709,ZM0104,Mkushi,Central,no_station
ZM060509804,ZM0605,Mpika,Muchiga,no_station
ZM060501017,ZM0605,Mpika,Muchiga,no_station
ZM060608710,ZM0606,Nakonde,Muchiga,no_station
ZM060104021,ZM0601,Chama,Muchiga,G1340
ZM060103910,ZM0601,Chama,Muchiga,G1340
ZM060103904,ZM0601,Chama,Muchiga,G1340
ZM010501004,ZM0105,Mumbwa,Central,G1329
ZM100213814,ZM1002,Kaoma,Western,G1319
ZM060208305,ZM0602,Chinsali,Muchiga,G1269
ZM010400812,ZM0104,Mkushi,Central,no_station
ZM010400710,ZM0104,Mkushi,Central,no_station
ZM010400707,ZM0104,Mkushi,Central,no_station
ZM060509805,ZM0605,Mpika,Muchiga,no_station
ZM060608701,ZM0606,Nakonde,Muchiga,no_station
ZM060608703,ZM0606,Nakonde,Muchiga,no_station
ZM060308605,ZM0603,Isoka,Muchiga,no_station
ZM060103906,ZM0601,Chama,Muchiga,G1340
ZM060103907,ZM0601,Chama,Muchiga,G1340
ZM010501007,ZM0105,Mumbwa,Central,G1329
ZM010501116,ZM0105,Mumbwa,Central,G1329
ZM010300605,ZM0103,Kapiri Mposhi,Central,G1312
ZM060208304,ZM0602,Chinsali,Muchiga,G1269
ZM010400817,ZM0104,Mkushi,Central,no_station
ZM091013207,ZM0910,Siavonga,Lusaka,G1352
ZM010400711,ZM0104,Mkushi,Central,no_station
ZM060509808,ZM0605,Mpika,Muchiga,no_station
ZM060501011,ZM0605,Mpika,Muchiga,no_station
ZM060501015,ZM0605,Mpika,Muchiga,no_station
ZM060608708,ZM0606,Nakonde,Muchiga,no_station
ZM060308608,ZM0603,Isoka,Muchiga,no_station
ZM060308603,ZM0603,Isoka,Muchiga,no_station
ZM010100209,ZM0101,Chibombo,Central,G1344
ZM010300602,ZM0103,Kapiri Mposhi,Central,G1312
ZM060208303,ZM0602,Chinsali,Muchiga,G1269
ZM010400813,ZM0104,Mkushi,Central,no_station
ZM091013203,ZM0910,Siavonga,Lusaka,G1352
ZM010400703,ZM0104,Mkushi,Central,no_station
ZM060509919,ZM0605,Mpika,Muchiga,no_station
ZM060509802,ZM0605,Mpika,Muchiga,no_station
ZM060608707,ZM0606,Nakonde,Muchiga,no_station
ZM060608702,ZM0606,Nakonde,Muchiga,no_station
ZM060408510,ZM0604,Mafinga,Muchiga,no_station
ZM060408515,ZM0604,Mafinga,Muchiga,no_station
ZM010100318,ZM0101,Chibombo,Central,G1344
ZM010100319,ZM0101,Chibombo,Central,G1344
ZM010400701,ZM0104,Mkushi,Central,no_station
ZM060501012,ZM0605,Mpika,Muchiga,no_station
ZM060608711,ZM0606,Nakonde,Muchiga,no_station
ZM060608712,ZM0606,Nakonde,Muchiga,no_station
ZM060408517,ZM0604,Mafinga,Muchiga,no_station
ZM060408516,ZM0604,Mafinga,Muchiga,no_station
ZM010100322,ZM0101,Chibombo,Central,G1344
ZM010100320,ZM0101,Chibombo,Central,G1344
ZM010100212,ZM0101,Chibombo,Central,G1344
ZM010100208,ZM0101,Chibombo,Central,G1344
ZM010100317,ZM0101,Chibombo,Central,G1344
ZM050407922,ZM0504,Lusaka,Lusaka,G1351
ZM010100103,ZM0101,Chibombo,Central,G1344
ZM020902812,ZM0209,Mufulira,Copperbelt,G1312
ZM020902709,ZM0209,Mufulira,Copperbelt,G1312
ZM020902705,ZM0209,Mufulira,Copperbelt,G1312
ZM020902813,ZM0209,Mufulira,Copperbelt,G1312
ZM020902815,ZM0209,Mufulira,Copperbelt,G1312
ZM020902820,ZM0209,Mufulira,Copperbelt,G1312
ZM020902819,ZM0209,Mufulira,Copperbelt,G1312
ZM020902627,ZM0209,Mufulira,Copperbelt,G1312
ZM020902818,ZM0209,Mufulira,Copperbelt,G1312
ZM021003609,ZM0210,Ndola,Copperbelt,G1312
ZM060509922,ZM0605,Mpika,Muchiga,no_station
ZM060509810,ZM0605,Mpika,Muchiga,no_station
ZM060608705,ZM0606,Nakonde,Muchiga,no_station
ZM060308607,ZM0603,Isoka,Muchiga,no_station
ZM060308601,ZM0603,Isoka,Muchiga,no_station
ZM060408513,ZM0604,Mafinga,Muchiga,no_station
ZM060408512,ZM0604,Mafinga,Muchiga,no_station
ZM010100321,ZM0101,Chibombo,Central,G1344
ZM010100210,ZM0101,Chibombo,Central,G1344
ZM010100313,ZM0101,Chibombo,Central,G1344
ZM010100315,ZM0101,Chibombo,Central,G1344
ZM010100106,ZM0101,Chibombo,Central,G1344
ZM010100102,ZM0101,Chibombo,Central,G1344
ZM020902707,ZM0209,Mufulira,Copperbelt,G1312
ZM020902706,ZM0209,Mufulira,Copperbelt,G1312
ZM020902814,ZM0209,Mufulira,Copperbelt,G1312
ZM020902622,ZM0209,Mufulira,Copperbelt,G1312
ZM060509801,ZM0605,Mpika,Muchiga,no_station
ZM060608706,ZM0606,Nakonde,Muchiga,no_station
ZM060308604,ZM0603,Isoka,Muchiga,no_station
ZM060408514,ZM0604,Mafinga,Muchiga,no_station
ZM060408511,ZM0604,Mafinga,Muchiga,no_station
ZM010100314,ZM0101,Chibombo,Central,G1344
ZM010100211,ZM0101,Chibombo,Central,G1344
ZM010100207,ZM0101,Chibombo,Central,G1344
ZM050407923,ZM0504,Lusaka,Lusaka,G1351
ZM010100104,ZM0101,Chibombo,Central,G1344
ZM010100105,ZM0101,Chibombo,Central,G1344
ZM010100101,ZM0101,Chibombo,Central,G1344
ZM020902624,ZM0209,Mufulira,Copperbelt,G1312
ZM020902710,ZM0209,Mufulira,Copperbelt,G1312
ZM020902704,ZM0209,Mufulira,Copperbelt,G1312
ZM020902703,ZM0209,Mufulira,Copperbelt,G1312
ZM020902816,ZM0209,Mufulira,Copperbelt,G1312
ZM020902702,ZM0209,Mufulira,Copperbelt,G1312
ZM020902701,ZM0209,Mufulira,Copperbelt,G1312
ZM020902626,ZM0209,Mufulira,Copperbelt,G1312
ZM021003524,ZM0210,Ndola,Copperbelt,G1312
ZM100113620,ZM1001,Kalabo,Western,G1328
ZM100514501,ZM1005,Senanga,Western,G1361
ZM100514508,ZM1005,Senanga,Western,G1361
ZM100414327,ZM1004,Mongu,Western,G1328
ZM100614804,ZM1006,Sesheke,Western,G1361
ZM050307108,ZM0503,Luangwa,Lusaka,G1353
ZM100615016,ZM1006,Sesheke,Western,G1361
ZM050408027,ZM0504,Lusaka,Lusaka,G1351
ZM050407503,ZM0504,Lusaka,Lusaka,G1351
ZM050407921,ZM0504,Lusaka,Lusaka,G1351
ZM010601419,ZM0106,Serenje,Central,no_station
ZM050107304,ZM0501,Chongwe,Lusaka,G1353
ZM100213704,ZM1002,Kaoma,Western,G1319
ZM100514616,ZM1005,Senanga,Western,G1361
ZM050207007,ZM0502,Kafue,Lusaka,G1352
ZM100113503,ZM1001,Kalabo,Western,G1328
ZM100113415,ZM1001,Kalabo,Western,G1328
ZM100213701,ZM1002,Kaoma,Western,G1319
ZM100213808,ZM1002,Kaoma,Western,G1319
ZM010200516,ZM0102,Kabwe,Central,G1344
ZM010200407,ZM0102,Kabwe,Central,G1344
ZM021003401,ZM0210,Ndola,Copperbelt,G1312
ZM021003317,ZM0210,Ndola,Copperbelt,G1312
ZM021003315,ZM0210,Ndola,Copperbelt,G1312
ZM020702902,ZM0207,Masaiti,Copperbelt,no_station
ZM020703112,ZM0207,Masaiti,Copperbelt,no_station
ZM020703113,ZM0207,Masaiti,Copperbelt,no_station
ZM070509501,ZM0705,Mbala,Northern,no_station
ZM070509715,ZM0705,Mbala,Northern,no_station
ZM070610201,ZM0706,Mporokoso,Northern,no_station
ZM070610120,ZM0706,Mporokoso,Northern,no_station
ZM070309002,ZM0703,Kasama,Northern,G1271
ZM070309110,ZM0703,Kasama,Northern,G1271
ZM070409403,ZM0704,Luwingu,Northern,no_station
ZM070409411,ZM0704,Luwingu,Northern,no_station
ZM070208801,ZM0702,Kaputa,Northern,no_station
ZM070208810,ZM0702,Kaputa,Northern,no_station
ZM020101516,ZM0201,Chililabombwe,Copperbelt,G1312
ZM020101509,ZM0201,Chililabombwe,Copperbelt,G1312
ZM020201624,ZM0202,Chingola,Central,G1344
ZM020201618,ZM0202,Chingola,Central,G1344
ZM021003627,ZM0210,Ndola,Copperbelt,G1312
ZM021003525,ZM0210,Ndola,Copperbelt,G1312
ZM020702907,ZM0207,Masaiti,Copperbelt,no_station
ZM020703109,ZM0207,Masaiti,Copperbelt,no_station
ZM020803205,ZM0208,Mpongwe,Copperbelt,G1320
ZM020803210,ZM0208,Mpongwe,Copperbelt,G1320
ZM070509714,ZM0705,Mbala,Northern,no_station
ZM070610204,ZM0706,Mporokoso,Northern,no_station
ZM070610119,ZM0706,Mporokoso,Northern,no_station
ZM070309001,ZM0703,Kasama,Northern,G1271
ZM070309114,ZM0703,Kasama,Northern,G1271
ZM070409404,ZM0704,Luwingu,Northern,no_station
ZM070208809,ZM0702,Kaputa,Northern,no_station
ZM070208806,ZM0702,Kaputa,Northern,no_station
ZM020101518,ZM0201,Chililabombwe,Copperbelt,G1312
ZM020101514,ZM0201,Chililabombwe,Copperbelt,G1312
ZM020201623,ZM0202,Chingola,Central,G1344
ZM020201616,ZM0202,Chingola,Central,G1344
ZM020201706,ZM0202,Chingola,Central,G1344
ZM021003312,ZM0210,Ndola,Copperbelt,G1312
ZM020702901,ZM0207,Masaiti,Copperbelt,no_station
ZM020703116,ZM0207,Masaiti,Copperbelt,no_station
ZM020803207,ZM0208,Mpongwe,Copperbelt,G1320
ZM070509506,ZM0705,Mbala,Northern,no_station
ZM070509711,ZM0705,Mbala,Northern,no_station
ZM070610202,ZM0706,Mporokoso,Northern,no_station
ZM070610117,ZM0706,Mporokoso,Northern,no_station
ZM070809212,ZM0708,Mungwi,Northern,G1265
ZM070309115,ZM0703,Kasama,Northern,G1271
ZM070409402,ZM0704,Luwingu,Northern,no_station
ZM070409317,ZM0704,Luwingu,Northern,no_station
ZM070208805,ZM0702,Kaputa,Northern,no_station
ZM020101502,ZM0201,Chililabombwe,Copperbelt,G1312
ZM020101517,ZM0201,Chililabombwe,Copperbelt,G1312
ZM020101504,ZM0201,Chililabombwe,Copperbelt,G1312
ZM020201619,ZM0202,Chingola,Central,G1344
ZM020201705,ZM0202,Chingola,Central,G1344
ZM070709611,ZM0707,Mpulungu,Northern,no_station
ZM070809202,ZM0708,Mungwi,Northern,G1265
ZM070809213,ZM0708,Mungwi,Northern,G1265
ZM020703114,ZM0207,Masaiti,Copperbelt,no_station
ZM020703110,ZM0207,Masaiti,Copperbelt,no_station
ZM020803201,ZM0208,Mpongwe,Copperbelt,G1320
ZM020803212,ZM0208,Mpongwe,Copperbelt,G1320
ZM070509504,ZM0705,Mbala,Northern,no_station
ZM070610207,ZM0706,Mporokoso,Northern,no_station
ZM070610122,ZM0706,Mporokoso,Northern,no_station
ZM070309005,ZM0703,Kasama,Northern,G1271
ZM070309117,ZM0703,Kasama,Northern,G1271
ZM070409405,ZM0704,Luwingu,Northern,no_station
ZM070409321,ZM0704,Luwingu,Northern,no_station
ZM070208807,ZM0702,Kaputa,Northern,no_station
ZM020101521,ZM0201,Chililabombwe,Copperbelt,G1312
ZM020201626,ZM0202,Chingola,Central,G1344
ZM020201620,ZM0202,Chingola,Central,G1344
ZM070709612,ZM0707,Mpulungu,Northern,no_station
ZM070709603,ZM0707,Mpulungu,Northern,no_station
ZM020502526,ZM0205,Luanshya,Copperbelt,G1312
ZM020502406,ZM0205,Luanshya,Copperbelt,G1312
ZM020502527,ZM0205,Luanshya,Copperbelt,G1312
ZM020703111,ZM0207,Masaiti,Copperbelt,no_station
ZM020803203,ZM0208,Mpongwe,Copperbelt,G1320
ZM020803209,ZM0208,Mpongwe,Copperbelt,G1320
ZM070509713,ZM0705,Mbala,Northern,no_station
ZM070610203,ZM0706,Mporokoso,Northern,no_station
ZM070610121,ZM0706,Mporokoso,Northern,no_station
ZM070309003,ZM0703,Kasama,Northern,G1271
ZM070309111,ZM0703,Kasama,Northern,G1271
ZM070409409,ZM0704,Luwingu,Northern,no_station
ZM070409318,ZM0704,Luwingu,Northern,no_station
ZM070208803,ZM0702,Kaputa,Northern,no_station
ZM020101513,ZM0201,Chililabombwe,Copperbelt,G1312
ZM020101522,ZM0201,Chililabombwe,Copperbelt,G1312
ZM020201701,ZM0202,Chingola,Central,G1344
ZM020201617,ZM0202,Chingola,Central,G1344
ZM020201707,ZM0202,Chingola,Central,G1344
ZM070709604,ZM0707,Mpulungu,Northern,no_station
ZM070809209,ZM0708,Mungwi,Northern,G1265
ZM020502409,ZM0205,Luanshya,Copperbelt,G1312
ZM020502517,ZM0205,Luanshya,Copperbelt,G1312
ZM020502515,ZM0205,Luanshya,Copperbelt,G1312
ZM020702903,ZM0207,Masaiti,Copperbelt,no_station
ZM020703115,ZM0207,Masaiti,Copperbelt,no_station
ZM070509716,ZM0705,Mbala,Northern,no_station
ZM070509710,ZM0705,Mbala,Northern,no_station
ZM070610208,ZM0706,Mporokoso,Northern,no_station
ZM070610118,ZM0706,Mporokoso,Northern,no_station
ZM070309006,ZM0703,Kasama,Northern,G1271
ZM070309116,ZM0703,Kasama,Northern,G1271
ZM070409410,ZM0704,Luwingu,Northern,no_station
ZM070409319,ZM0704,Luwingu,Northern,no_station
ZM020101507,ZM0201,Chililabombwe,Copperbelt,G1312
ZM020101515,ZM0201,Chililabombwe,Copperbelt,G1312
ZM020101503,ZM0201,Chililabombwe,Copperbelt,G1312
ZM020201611,ZM0202,Chingola,Central,G1344
ZM020201702,ZM0202,Chingola,Central,G1344
ZM020201709,ZM0202,Chingola,Central,G1344
ZM070709605,ZM0707,Mpulungu,Northern,no_station
ZM070809210,ZM0708,Mungwi,Northern,G1265
ZM020502523,ZM0205,Luanshya,Copperbelt,G1312
ZM020502524,ZM0205,Luanshya,Copperbelt,G1312
ZM020301819,ZM0203,Kalulushi,Copperbelt,no_station
ZM020603006,ZM0206,Lufwanyama,Copperbelt,no_station
ZM020702905,ZM0207,Masaiti,Copperbelt,no_station
ZM020803204,ZM0208,Mpongwe,Copperbelt,G1320
ZM070509505,ZM0705,Mbala,Northern,no_station
ZM070509507,ZM0705,Mbala,Northern,no_station
ZM070509709,ZM0705,Mbala,Northern,no_station
ZM070610209,ZM0706,Mporokoso,Northern,no_station
ZM070610114,ZM0706,Mporokoso,Northern,no_station
ZM070309007,ZM0703,Kasama,Northern,G1271
ZM070409412,ZM0704,Luwingu,Northern,no_station
ZM070409407,ZM0704,Luwingu,Northern,no_station
ZM070409316,ZM0704,Luwingu,Northern,no_station
ZM070208808,ZM0702,Kaputa,Northern,no_station
ZM020101519,ZM0201,Chililabombwe,Copperbelt,G1312
ZM020101508,ZM0201,Chililabombwe,Copperbelt,G1312
ZM020201612,ZM0202,Chingola,Central,G1344
ZM020201627,ZM0202,Chingola,Central,G1344
ZM070709613,ZM0707,Mpulungu,Northern,no_station
ZM070709601,ZM0707,Mpulungu,Northern,no_station
ZM020502528,ZM0205,Luanshya,Copperbelt,G1312
ZM020502521,ZM0205,Luanshya,Copperbelt,G1312
ZM020502403,ZM0205,Luanshya,Copperbelt,G1312
ZM020703117,ZM0207,Masaiti,Copperbelt,no_station
ZM020803206,ZM0208,Mpongwe,Copperbelt,G1320
ZM070509502,ZM0705,Mbala,Northern,no_station
ZM070509712,ZM0705,Mbala,Northern,no_station
ZM070610210,ZM0706,Mporokoso,Northern,no_station
ZM070610116,ZM0706,Mporokoso,Northern,no_station
